date;conta;valor;tp_conta
2018-06-01;receitas_correntes;1,11095602592205e+10;
2018-08-01;transferencias_correntes;1,11344335273456e+10;
2019-06-01;receitas_correntes;1,15209790213615e+10;
2019-08-01;transferencias_correntes;1,17738054997037e+10;
2020-06-01;receitas_correntes;1,18566013029738e+10;
2020-08-01;transferencias_correntes;1,32460070830926e+10;
2018-10-01;transferencias_correntes;1,36289850673785e+10;
2019-10-01;transferencias_correntes;1,43166133854010e+10;
2018-08-01;receitas_correntes;1,45296745220135e+10;
2019-08-01;receitas_correntes;1,54180250820548e+10;
2020-10-01;transferencias_correntes;1,60283263595070e+10;
2020-08-01;receitas_correntes;1,64488701076080e+10;
2018-12-01;transferencias_correntes;1,68563150727900e+10;
2019-12-01;transferencias_correntes;1,77571900230494e+10;
2018-10-01;receitas_correntes;1,78014928961353e+10;
2020-12-01;transferencias_correntes;1,86291532626461e+10;
2019-10-01;receitas_correntes;1,92525577840977e+10;
2020-10-01;receitas_correntes;1,99830905034712e+10;
2018-12-01;receitas_correntes;2,21411004458956e+10;
2020-12-01;receitas_correntes;2,34396352620959e+10;
2019-12-01;receitas_correntes;2,36678707834678e+10;
