exercicio;periodo;date;cod_ibge;servico_divida
2018;1;2018-02-01;2311231;6,90465177398160e+05
2018;1;2018-02-01;2311264;1,39235686301708e+05
2018;1;2018-02-01;2311306;2,53630875164258e+06
2018;1;2018-02-01;2311355;3,95046613201577e+05
2018;1;2018-02-01;2311405;1,20831406044678e+06
2018;1;2018-02-01;2311603;7,18182336890407e+05
2018;1;2018-02-01;2311801;1,35851325203679e+06
2018;1;2018-02-01;2311900;3,93777814391590e+05
2018;1;2018-02-01;2311959;3,55452244344021e+05
2018;1;2018-02-01;2312007;2,30155059132720e+06
2018;1;2018-02-01;2312106;2,62648741644678e+05
2018;1;2018-02-01;2312205;9,18731296421814e+05
2018;1;2018-02-01;2312304;6,90465177398160e+05
2018;1;2018-02-01;2312601;2,76318433133771e+05
2018;1;2018-02-01;2312700;2,20727217445467e+04
2018;1;2018-02-01;2312908;6,01735799001314e+05
2018;1;2018-02-01;2313005;4,83325624178712e+05
2018;1;2018-02-01;2313104;1,11625203679369e+06
2018;1;2018-02-01;2313252;9,86301311918528e+04
2018;1;2018-02-01;2313302;5,17848883048620e+05
2018;1;2018-02-01;2313351;7,01972930354796e+05
2018;1;2018-02-01;2313401;7,00180597831800e+05
2018;1;2018-02-01;2313500;6,90465177398160e+05
2018;1;2018-02-01;2313559;7,82527201051248e+05
2018;1;2018-02-01;2313609;4,60310118265440e+05
2018;1;2018-02-01;2313708;1,03569776609724e+05
2018;1;2018-02-01;2313757;3,45232588699080e+05
2018;1;2018-02-01;2313807;8,97604730617608e+05
2018;1;2018-02-01;2313906;3,22217082785808e+05
2018;1;2018-02-01;2314003;6,44434165571616e+05
2018;1;2018-02-01;2314102;2,25551957950066e+05
2018;2;2018-04-01;2300101;3,51769463295431e+05
2018;2;2018-04-01;2300150;2,81068303290715e+05
2018;2;2018-04-01;2300200;1,28029480192832e+06
2018;2;2018-04-01;2300309;9,95784845944247e+05
2018;2;2018-04-01;2300408;2,69596127646196e+05
2018;2;2018-04-01;2300507;2,22667632956403e+05
2018;2;2018-04-01;2300606;5,16247904003354e+05
2018;2;2018-04-01;2300705;2,75332215468455e+05
2018;2;2018-04-01;2300754;1,28572677384642e+06
2018;2;2018-04-01;2300804;1,14721756445190e+04
2018;2;2018-04-01;2300903;2,06499161601341e+05
2018;2;2018-04-01;2301000;1,17589800356319e+06
2018;2;2018-04-01;2301109;1,55677423496122e+06
2018;2;2018-04-01;2301208;2,75332215468455e+05
2018;2;2018-04-01;2301307;7,01281317145777e+05
2018;2;2018-04-01;2301406;1,42645444962272e+05
2018;2;2018-04-01;2301505;2,86029457120363e+05
2018;2;2018-04-01;2301604;2,48509385454045e+05
2018;2;2018-04-01;2301802;2,17971337245860e+05
2018;2;2018-04-01;2301851;5,85080957870467e+05
2018;2;2018-04-01;2301901;1,02775774210464e+06
2018;2;2018-04-01;2302008;4,30835284839132e+05
2018;2;2018-04-01;2302057;1,59069292683269e+06
2018;2;2018-04-01;2302107;8,39197690391689e+05
2018;2;2018-04-01;2302206;1,84702027876755e+06
2018;2;2018-04-01;2302305;1,15065921714525e+06
2018;2;2018-04-01;2302404;3,92967927471704e+05
2018;2;2018-04-01;2302602;5,46668672159925e+05
2018;2;2018-04-01;2302701;5,16247904003354e+05
2018;2;2018-04-01;2302800;1,09135385103961e+06
2018;2;2018-04-01;2302909;3,44165269335569e+05
2018;2;2018-04-01;2303006;2,10112896929365e+06
2018;2;2018-04-01;2303105;4,93303552714316e+05
2018;2;2018-04-01;2303204;8,11333450688797e+05
2018;2;2018-04-01;2303402;1,66399708907462e+05
2018;2;2018-04-01;2303501;8,28287651353752e+05
2018;2;2018-04-01;2303600;4,70208112872039e+05
2018;2;2018-04-01;2303659;1,37666107734228e+05
2018;2;2018-04-01;2303709;2,92558525814740e+06
2018;2;2018-04-01;2303808;3,08179348773842e+05
2018;2;2018-04-01;2303907;2,93675604826556e+05
2018;2;2018-04-01;2303931;3,32693093691050e+05
2018;2;2018-04-01;2303956;5,16247904003354e+05
2018;2;2018-04-01;2304004;1,14721756445190e+05
2018;2;2018-04-01;2304103;2,33458774365961e+06
2018;2;2018-04-01;2304202;9,92916802033117e+05
2018;2;2018-04-01;2304236;4,35942674491721e+05
2018;2;2018-04-01;2304251;1,77362978840390e+06
2018;2;2018-04-01;2304269;1,85394614592591e+05
2018;2;2018-04-01;2304277;1,60610459023266e+05
2018;2;2018-04-01;2304285;1,19872763309579e+06
2018;2;2018-04-01;2304400;2,78318011052340e+07
2018;2;2018-04-01;2304459;2,21412989939216e+05
2018;2;2018-04-01;2304509;2,17971337245860e+05
2018;2;2018-04-01;2304608;2,29443512890379e+05
2018;2;2018-04-01;2304707;8,03087331140746e+05
2018;2;2018-04-01;2304806;4,65770331167470e+05
2018;2;2018-04-01;2304954;9,75134929784112e+05
2018;2;2018-04-01;2305001;4,01526147558164e+05
2018;2;2018-04-01;2305100;1,68640981974429e+05
2018;2;2018-04-01;2305209;1,14721756445190e+05
2018;2;2018-04-01;2305233;1,37059829637419e+06
2018;2;2018-04-01;2305266;2,99194340809055e+05
2018;2;2018-04-01;2305332;2,56411569176273e+05
2018;2;2018-04-01;2305357;9,34378786811989e+05
2018;2;2018-04-01;2305407;1,53171961137890e+06
2018;2;2018-04-01;2305506;2,59258412506812e+06
2018;2;2018-04-01;2305605;3,21220918046531e+05
2018;2;2018-04-01;2305704;1,14721756445190e+05
2018;2;2018-04-01;2305803;1,22585930555072e+06
2018;2;2018-04-01;2305902;1,26959539203521e+05
2018;2;2018-04-01;2306009;3,84234251930937e+05
2018;2;2018-04-01;2306108;2,95769896379166e+05
2018;2;2018-04-01;2306207;1,44200670453521e+05
2018;2;2018-04-01;2306256;7,15431259196185e+04
2018;2;2018-04-01;2306306;6,75814395042968e+05
2018;2;2018-04-01;2306405;1,41681369209809e+06
2018;2;2018-04-01;2306504;3,03719655213792e+05
2018;2;2018-04-01;2306553;1,19650310940526e+06
2018;2;2018-04-01;2306702;3,78581796269126e+05
2018;2;2018-04-01;2306801;1,24931212660868e+05
2018;2;2018-04-01;2307007;3,15484830224272e+05
2018;2;2018-04-01;2307106;7,45691416893733e+05
2018;2;2018-04-01;2307254;5,50664430936911e+05
2018;2;2018-04-01;2307304;3,50267897758541e+06
2018;2;2018-04-01;2307403;6,87183321106686e+05
2018;2;2018-04-01;2307502;4,01526147558164e+05
2018;2;2018-04-01;2307601;8,60413173338923e+05
2018;2;2018-04-01;2307635;3,44165269335569e+05
2018;2;2018-04-01;2307650;4,01067260532383e+06
2018;2;2018-04-01;2307700;1,79411591631236e+06
2018;2;2018-04-01;2307908;8,51645069799046e+05
2018;2;2018-04-01;2308203;3,32693093691050e+05
2018;2;2018-04-01;2308377;2,53838383123559e+05
2018;2;2018-04-01;2308500;8,89366902618424e+05
2018;2;2018-04-01;2308609;1,49138283378747e+05
2018;2;2018-04-01;2308708;1,00498819235590e+06
2018;2;2018-04-01;2308807;6,88330538671138e+04
2018;2;2018-04-01;2308906;4,14430739053658e+05
2018;2;2018-04-01;2309102;6,52627980847831e+04
2018;2;2018-04-01;2309300;2,39427930908615e+05
2018;2;2018-04-01;2309409;2,48946211486062e+05
2018;2;2018-04-01;2309458;4,58887025780759e+05
2018;2;2018-04-01;2309607;9,27531538473328e+05
2018;2;2018-04-01;2309706;5,15753040234752e+05
2018;2;2018-04-01;2309805;3,67109620624607e+05
2018;2;2018-04-01;2309904;1,49138283378747e+05
2018;2;2018-04-01;2310001;2,29443512890379e+05
2018;2;2018-04-01;2310100;2,96555740410815e+05
2018;2;2018-04-01;2310209;4,53150937958499e+05
2018;2;2018-04-01;2310258;2,40915688534898e+05
2018;2;2018-04-01;2310407;6,88330538671138e+05
2018;2;2018-04-01;2310605;1,11050660238944e+05
2018;2;2018-04-01;2310704;7,80107943827290e+05
2018;2;2018-04-01;2310852;1,21490340075456e+06
2018;2;2018-04-01;2310902;3,12384176479774e+05
2018;2;2018-04-01;2310951;1,14721756445190e+05
2018;2;2018-04-01;2311009;3,42525207105429e+04
2018;2;2018-04-01;2311108;1,66117103332635e+05
2018;2;2018-04-01;2311231;6,88330538671138e+05
2018;2;2018-04-01;2311264;4,44468233294121e+05
2018;2;2018-04-01;2311306;4,25468578128275e+06
2018;2;2018-04-01;2311355;3,93825289046322e+05
2018;2;2018-04-01;2311405;6,38249593363813e+05
2018;2;2018-04-01;2311603;8,53628115664431e+05
2018;2;2018-04-01;2311801;1,35431327918675e+06
2018;2;2018-04-01;2311900;6,99670887545326e+05
2018;2;2018-04-01;2311959;3,54353329943670e+05
2018;2;2018-04-01;2312007;2,29443512890379e+06
2018;2;2018-04-01;2312106;3,44581881394100e+05
2018;2;2018-04-01;2312205;1,83366500285187e+06
2018;2;2018-04-01;2312304;6,88330538671138e+05
2018;2;2018-04-01;2312601;2,75464168432718e+05
2018;2;2018-04-01;2312700;8,17894881243450e+04
2018;2;2018-04-01;2312908;1,78670531531650e+06
2018;2;2018-04-01;2313005;4,81831377069797e+05
2018;2;2018-04-01;2313104;2,03057508907986e+06
2018;2;2018-04-01;2313252;1,38512100382781e+05
2018;2;2018-04-01;2313302;1,08985668622930e+06
2018;2;2018-04-01;2313351;6,99802714315657e+05
2018;2;2018-04-01;2313401;7,99889106542392e+05
2018;2;2018-04-01;2313500;6,88330538671138e+05
2018;2;2018-04-01;2313559;7,80107943827290e+05
2018;2;2018-04-01;2313609;4,58887025780759e+05
2018;2;2018-04-01;2313708;3,32693093691050e+05
2018;2;2018-04-01;2313757;3,44165269335569e+05
2018;2;2018-04-01;2313807;1,10487289226263e+06
2018;2;2018-04-01;2313906;3,21220918046531e+05
2018;2;2018-04-01;2314003;8,03052295116328e+05
2018;2;2018-04-01;2314102;2,24854642632572e+05
2018;4;2018-08-01;2300101;5,99691955087846e+05
2018;4;2018-08-01;2300150;5,23463411884760e+05
2018;4;2018-08-01;2300200;1,81917607227048e+06
2018;4;2018-08-01;2300309;9,41229001583527e+05
2018;4;2018-08-01;2300408;4,85874866407914e+05
2018;4;2018-08-01;2300507;3,62506821916619e+05
2018;4;2018-08-01;2300606;5,06577495372348e+05
2018;4;2018-08-01;2300705;2,70174664198586e+05
2018;4;2018-08-01;2300754;2,41551336986847e+06
2018;4;2018-08-01;2300804;1,12572776749411e+04
2018;4;2018-08-01;2300903;2,75803303036056e+05
2018;4;2018-08-01;2301000;1,15387096168146e+06
2018;4;2018-08-01;2301109;2,60111250089994e+06
2018;4;2018-08-01;2301208;3,26461052573291e+05
2018;4;2018-08-01;2301307;1,14293886172944e+06
2018;4;2018-08-01;2301406;3,02937158449796e+05
2018;4;2018-08-01;2301505;3,03186079373744e+05
2018;4;2018-08-01;2301604;5,11793735099475e+05
2018;4;2018-08-01;2301802;3,82747440947996e+05
2018;4;2018-08-01;2301851;5,74121161421994e+05
2018;4;2018-08-01;2301901;2,12297616859772e+06
2018;4;2018-08-01;2302008;5,91080891904121e+05
2018;4;2018-08-01;2302057;3,26340268738205e+06
2018;4;2018-08-01;2302107;1,10490969514712e+06
2018;4;2018-08-01;2302206;2,20642642428845e+06
2018;4;2018-08-01;2302305;1,46618992408827e+06
2018;4;2018-08-01;2302404;7,16091609611020e+05
2018;4;2018-08-01;2302503;2,52632202989072e+06
2018;4;2018-08-01;2302602;1,01427201663655e+06
2018;4;2018-08-01;2302701;4,84062940022466e+05
2018;4;2018-08-01;2302800;1,84445159880019e+06
2018;4;2018-08-01;2302909;4,84062940022466e+05
2018;4;2018-08-01;2303006;2,06177040616546e+06
2018;4;2018-08-01;2303105;4,84062940022466e+05
2018;4;2018-08-01;2303204;1,70282305664871e+06
2018;4;2018-08-01;2303402;3,24683686030305e+05
2018;4;2018-08-01;2303501;1,98903074097394e+06
2018;4;2018-08-01;2303600;7,68326762667901e+05
2018;4;2018-08-01;2303659;1,91373720473998e+05
2018;4;2018-08-01;2303709;5,20544846697571e+06
2018;4;2018-08-01;2303808;6,96411220260414e+05
2018;4;2018-08-01;2303907;3,62134318598355e+05
2018;4;2018-08-01;2303931;4,39033829322702e+05
2018;4;2018-08-01;2303956;3,37718330248232e+05
2018;4;2018-08-01;2304004;1,12572776749411e+05
2018;4;2018-08-01;2304103;2,47660108848703e+06
2018;4;2018-08-01;2304202;1,87936006789458e+06
2018;4;2018-08-01;2304236;5,74121161421994e+05
2018;4;2018-08-01;2304251;1,40268764323849e+06
2018;4;2018-08-01;2304269;2,04436339026947e+05
2018;4;2018-08-01;2304277;2,02630998148939e+05
2018;4;2018-08-01;2304285;1,17627294425459e+06
2018;4;2018-08-01;2304400;9,40642604923664e+07
2018;4;2018-08-01;2304459;4,75788840931384e+05
2018;4;2018-08-01;2304509;2,23177027123637e+05
2018;4;2018-08-01;2304608;2,25145553498821e+05
2018;4;2018-08-01;2304707;1,40719408909365e+06
2018;4;2018-08-01;2304806;5,94384261236888e+05
2018;4;2018-08-01;2304954;1,44093154239246e+06
2018;4;2018-08-01;2305001;1,02089999778506e+06
2018;4;2018-08-01;2305100;3,06197952758397e+05
2018;4;2018-08-01;2305209;2,25145553498821e+05
2018;4;2018-08-01;2305233;2,02141084801709e+06
2018;4;2018-08-01;2305266;3,78019384324521e+05
2018;4;2018-08-01;2305332;2,58357303187483e+05
2018;4;2018-08-01;2305357;1,30635186848719e+06
2018;4;2018-08-01;2305407;2,42425192172186e+06
2018;4;2018-08-01;2305506;3,33967258982332e+06
2018;4;2018-08-01;2305605;3,15203774898350e+05
2018;4;2018-08-01;2305704;2,42391702896831e+05
2018;4;2018-08-01;2305803;1,53905918306038e+06
2018;4;2018-08-01;2305902;1,35343817913839e+05
2018;4;2018-08-01;2306009;5,67842122109576e+05
2018;4;2018-08-01;2306108;5,18062170056323e+05
2018;4;2018-08-01;2306207;1,41499488720217e+05
2018;4;2018-08-01;2306256;1,37658212888307e+05
2018;4;2018-08-01;2306306;1,05547109752480e+06
2018;4;2018-08-01;2306405;1,46907473657981e+06
2018;4;2018-08-01;2306504;3,03793679678971e+05
2018;4;2018-08-01;2306553;1,89671854240923e+06
2018;4;2018-08-01;2306702;7,09208493521287e+05
2018;4;2018-08-01;2306801;1,22590988385226e+05
2018;4;2018-08-01;2307007;3,43346969085702e+05
2018;4;2018-08-01;2307106;1,23830054424352e+06
2018;4;2018-08-01;2307254;8,15147998201682e+05
2018;4;2018-08-01;2307304;5,71582267061765e+06
2018;4;2018-08-01;2307403;1,12460203972661e+06
2018;4;2018-08-01;2307502;6,19150272121759e+05
2018;4;2018-08-01;2307601;1,06381274028193e+06
2018;4;2018-08-01;2307635;5,06577495372348e+05
2018;4;2018-08-01;2307650;6,01807708643374e+06
2018;4;2018-08-01;2307700;1,96775489143030e+06
2018;4;2018-08-01;2307908;6,68490998971969e+05
2018;4;2018-08-01;2308104;7,67746337430981e+05
2018;4;2018-08-01;2308203;3,68112979970573e+05
2018;4;2018-08-01;2308302;3,74453078757100e+05
2018;4;2018-08-01;2308377;4,18637826087577e+05
2018;4;2018-08-01;2308401;1,19738376210752e+06
2018;4;2018-08-01;2308500;1,12973667544787e+06
2018;4;2018-08-01;2308609;3,32532552714494e+05
2018;4;2018-08-01;2308708;1,14141811608833e+06
2018;4;2018-08-01;2308807;6,75436660496464e+04
2018;4;2018-08-01;2308906;4,07048256090227e+05
2018;4;2018-08-01;2309102;1,16000629058708e+05
2018;4;2018-08-01;2309300;6,52711177534787e+05
2018;4;2018-08-01;2309409;2,96924984161940e+05
2018;4;2018-08-01;2309458;4,50291106997643e+05
2018;4;2018-08-01;2309607;1,47598754936805e+06
2018;4;2018-08-01;2309706;5,06091901442562e+05
2018;4;2018-08-01;2309805;5,59790646941794e+05
2018;4;2018-08-01;2309904;1,46344609774234e+05
2018;4;2018-08-01;2310001;3,37718330248232e+05
2018;4;2018-08-01;2310100;5,72432569770753e+05
2018;4;2018-08-01;2310209;7,26094410033699e+05
2018;4;2018-08-01;2310258;3,48829477201675e+05
2018;4;2018-08-01;2310407;2,81431941873527e+05
2018;4;2018-08-01;2310605;1,08970447893430e+05
2018;4;2018-08-01;2310704;7,65494881895993e+05
2018;4;2018-08-01;2310852;1,30361941199171e+06
2018;4;2018-08-01;2310902;5,38540734165915e+05
2018;4;2018-08-01;2310951;1,12572776749411e+05
2018;4;2018-08-01;2311009;1,01398420181823e+05
2018;4;2018-08-01;2311108;1,63005380733147e+05
2018;4;2018-08-01;2311231;1,12572776749411e+06
2018;4;2018-08-01;2311264;6,77770316673035e+05
2018;4;2018-08-01;2311306;6,77294111312829e+06
2018;4;2018-08-01;2311355;3,86448113381746e+05
2018;4;2018-08-01;2311405;1,81956527013153e+06
2018;4;2018-08-01;2311603;9,97539412988791e+05
2018;4;2018-08-01;2311702;3,36979819060923e+05
2018;4;2018-08-01;2311801;2,90496301857389e+06
2018;4;2018-08-01;2311900;9,67996522667169e+05
2018;4;2018-08-01;2311959;4,49031046135653e+05
2018;4;2018-08-01;2312007;1,68859165124116e+06
2018;4;2018-08-01;2312106;6,99302550715724e+05
2018;4;2018-08-01;2312205;3,01455573500536e+06
2018;4;2018-08-01;2312304;6,75436660496464e+05
2018;4;2018-08-01;2312601;5,97460436191620e+05
2018;4;2018-08-01;2312700;3,43198789539667e+05
2018;4;2018-08-01;2312908;3,03093758439532e+06
2018;4;2018-08-01;2313005;5,39875892327274e+05
2018;4;2018-08-01;2313104;1,99253814846457e+06
2018;4;2018-08-01;2313252;2,51753952962528e+05
2018;4;2018-08-01;2313302;1,74487803961587e+06
2018;4;2018-08-01;2313351;6,97627614142302e+05
2018;4;2018-08-01;2313401;1,22213933749599e+06
2018;4;2018-08-01;2313500;9,02833669530274e+05
2018;4;2018-08-01;2313559;1,24353540350792e+06
2018;4;2018-08-01;2313609;4,59904990991207e+05
2018;4;2018-08-01;2313708;3,94004718622937e+05
2018;4;2018-08-01;2313757;3,37718330248232e+05
2018;4;2018-08-01;2313807;1,32140334405881e+06
2018;4;2018-08-01;2313906;3,15203774898350e+05
2018;4;2018-08-01;2314003;1,12572776749411e+06
2018;4;2018-08-01;2314102;2,20642642428845e+05
2018;5;2018-10-01;2300101;7,17803392738960e+05
2018;5;2018-10-01;2300150;7,64002584404617e+05
2018;5;2018-10-01;2300200;2,36004301985426e+06
2018;5;2018-10-01;2300309;1,13065403858058e+06
2018;5;2018-10-01;2300408;4,04943408699510e+05
2018;5;2018-10-01;2300507;4,80400196444827e+05
2018;5;2018-10-01;2300606;6,45967977243720e+05
2018;5;2018-10-01;2300705;3,01139704801820e+05
2018;5;2018-10-01;2300754;2,68319370603271e+06
2018;5;2018-10-01;2300804;1,11533224000674e+04
2018;5;2018-10-01;2300903;2,73256398801651e+05
2018;5;2018-10-01;2301000;1,14321554600691e+06
2018;5;2018-10-01;2301109;2,78681606806150e+06
2018;5;2018-10-01;2301208;3,23446349601955e+05
2018;5;2018-10-01;2301307;1,25091457005947e+06
2018;5;2018-10-01;2301406;4,00768162459044e+05
2018;5;2018-10-01;2301505;3,00386309027018e+05
2018;5;2018-10-01;2301604;6,31489113316914e+05
2018;5;2018-10-01;2301802;3,79212961602292e+05
2018;5;2018-10-01;2301851;5,68819442403438e+05
2018;5;2018-10-01;2301901;2,33424532937629e+06
2018;5;2018-10-01;2302008;5,85622558338516e+05
2018;5;2018-10-01;2302057;4,44615025857952e+06
2018;5;2018-10-01;2302107;1,34007950484710e+06
2018;5;2018-10-01;2302206;2,30372222157051e+06
2018;5;2018-10-01;2302305;1,76032916438902e+06
2018;5;2018-10-01;2302404;8,70586532743584e+05
2018;5;2018-10-01;2302503;3,09179174618970e+06
2018;5;2018-10-01;2302602;1,24216173262628e+06
2018;5;2018-10-01;2302701;6,34220807345783e+05
2018;5;2018-10-01;2302800;1,93782020373990e+06
2018;5;2018-10-01;2302909;4,79592863202898e+05
2018;5;2018-10-01;2303006;1,95342530785602e+06
2018;5;2018-10-01;2303105;5,16053654101484e+05
2018;5;2018-10-01;2303204;1,97890621051786e+06
2018;5;2018-10-01;2303402;3,21685396141498e+05
2018;5;2018-10-01;2303501;1,97066304645839e+06
2018;5;2018-10-01;2303600;8,74885904309039e+05
2018;5;2018-10-01;2303659;1,89606480801146e+05
2018;5;2018-10-01;2303709;6,10963760060633e+06
2018;5;2018-10-01;2303808;8,34973405500726e+05
2018;5;2018-10-01;2303907;4,33348768261258e+05
2018;5;2018-10-01;2303931;3,89832151392620e+05
2018;5;2018-10-01;2303956;2,02990467681227e+05
2018;5;2018-10-01;2304004;1,11533224000674e+05
2018;5;2018-10-01;2304103;3,01251238025821e+06
2018;5;2018-10-01;2304202;2,29163321349433e+06
2018;5;2018-10-01;2304236;5,13052830403101e+05
2018;5;2018-10-01;2304251;1,60833965019310e+06
2018;5;2018-10-01;2304269;2,02548472667834e+05
2018;5;2018-10-01;2304277;2,59872411921571e+05
2018;5;2018-10-01;2304285;1,16565122359389e+06
2018;5;2018-10-01;2304400;1,10831122723649e+08
2018;5;2018-10-01;2304459;4,78020244744489e+05
2018;5;2018-10-01;2304509;2,21116099973215e+05
2018;5;2018-10-01;2304608;2,82179056721705e+05
2018;5;2018-10-01;2304707;1,41650600705517e+06
2018;5;2018-10-01;2304806;6,37858508059855e+05
2018;5;2018-10-01;2304954;1,80683822881092e+06
2018;5;2018-10-01;2305001;1,18992566021839e+06
2018;5;2018-10-01;2305100;3,25677014081968e+05
2018;5;2018-10-01;2305209;2,98909040321806e+05
