date;cod_ibge;Executivo;Legislativo;total
2018-08-01;2310902;46,48;3,04;49,52
2018-12-01;2310902;52,56;3,16;55,72
2019-04-01;2310902;41,86;2,36;44,22
2019-08-01;2310902;43,03;2,34;45,37
2019-12-01;2310902;43,27;2,28;45,55
2020-04-01;2310902;53,93;2,83;56,76
2020-08-01;2310902;53,08;2,80;55,88
2020-12-01;2310902;53,81;2,87;56,68
2021-04-01;2310902;53,00;2,71;55,71
2018-04-01;2310951;30,88;2,59;33,47
2018-08-01;2310951;30,58;2,01;32,59
2018-12-01;2310951;32,11;2,74;34,85
2019-04-01;2310951;30,40;2,74;33,14
2019-08-01;2310951;29,10;2,48;31,58
2019-12-01;2310951;28,79;2,29;31,08
2021-04-01;2310951;38,78;2,16;40,94
2018-04-01;2311009;51,52;2,79;54,31
2018-08-01;2311009;49,97;2,83;52,80
2018-12-01;2311009;49,54;2,75;52,29
2018-04-01;2311108;49,73;2,68;52,41
2018-08-01;2311108;48,68;2,54;51,22
2018-12-01;2311108;49,17;2,50;51,67
2019-04-01;2311108;44,73;2,29;47,02
2019-08-01;2311108;45,38;5,18;50,56
2019-12-01;2311108;47,15;2,39;49,54
2020-04-01;2311108;49,34;2,48;51,82
2020-08-01;2311108;47,49;2,39;49,88
2020-12-01;2311108;47,19;2,33;49,52
2021-04-01;2311108;47,17;2,16;49,33
2019-04-01;2311207;64,02;3,25;67,27
2019-08-01;2311207;57,71;3,14;60,85
2019-12-01;2311207;51,88;2,95;54,83
2018-04-01;2311231;51,11;3,36;54,47
2018-08-01;2311231;50,08;3,29;53,37
2018-12-01;2311231;48,60;3,16;51,76
2019-04-01;2311231;49,47;3,13;52,60
2019-08-01;2311231;47,98;3,02;51,00
2019-12-01;2311231;47,86;2,95;50,81
2020-04-01;2311231;51,37;3,11;54,48
2020-08-01;2311231;53,99;3,25;57,24
2020-12-01;2311231;52,60;3,36;55,96
2021-04-01;2311231;49,18;2,88;52,06
2018-04-01;2311264;49,30;3,28;52,58
2018-08-01;2311264;49,05;2,80;51,85
2018-12-01;2311264;50,78;2,74;53,52
2018-04-01;2311306;51,59;2,49;54,08
2018-08-01;2311306;48,58;2,39;50,97
2018-12-01;2311306;47,93;2,42;50,35
2019-04-01;2311306;48,13;2,38;50,51
2019-08-01;2311306;52,80;2,42;55,22
2019-12-01;2311306;54,20;2,33;56,53
2020-04-01;2311306;57,14;2,36;59,50
2020-08-01;2311306;55,01;2,32;57,33
2020-12-01;2311306;57,53;2,35;59,88
2021-04-01;2311306;56,42;2,18;58,60
2018-04-01;2311355;53,38;2,49;55,87
2018-08-01;2311355;53,06;2,42;55,48
2018-12-01;2311355;50,63;2,48;53,11
2019-04-01;2311355;50,43;2,44;52,87
2019-08-01;2311355;52,57;2,54;55,11
2019-12-01;2311355;51,57;2,52;54,09
2020-04-01;2311355;52,32;2,51;54,83
2020-08-01;2311355;53,09;2,37;55,46
2020-12-01;2311355;53,76;2,45;56,21
2021-04-01;2311355;52,44;2,35;54,79
2018-04-01;2311405;64,09;2,32;66,41
2018-08-01;2311405;53,89;2,11;56,00
2018-12-01;2311405;53,88;2,12;56,00
2019-04-01;2311405;51,73;2,02;53,75
2019-08-01;2311405;53,93;2,06;55,99
2019-12-01;2311405;53,17;2,02;55,19
2020-04-01;2311405;;2,03;
2020-08-01;2311405;53,67;1,98;55,65
2020-12-01;2311405;53,44;1,91;55,35
2021-04-01;2311405;50,37;1,84;52,21
2020-04-01;2311504;51,94;3,15;55,09
2020-08-01;2311504;50,36;2,95;53,31
2020-12-01;2311504;55,00;2,85;57,85
2021-04-01;2311504;53,00;2,69;55,69
2018-04-01;2311603;53,55;2,29;55,84
2018-08-01;2311603;55,86;2,30;58,16
2018-12-01;2311603;53,56;2,27;55,83
2019-04-01;2311603;52,39;2,29;54,68
2019-08-01;2311603;49,93;2,32;52,25
2019-12-01;2311603;53,03;2,33;55,36
2021-04-01;2311603;53,94;1,93;55,87
2018-04-01;2311702;63,91;2,79;66,70
2018-08-01;2311702;59,35;2,51;61,86
2018-12-01;2311702;61,61;2,46;64,07
2019-04-01;2311702;57,23;2,44;59,67
2019-08-01;2311702;62,88;2,48;65,36
2019-12-01;2311702;60,95;2,40;63,35
2020-04-01;2311702;67,83;2,41;70,24
2020-08-01;2311702;61,79;2,26;64,05
2020-12-01;2311702;63,04;2,31;65,35
2021-04-01;2311702;57,29;2,24;59,53
2018-04-01;2311801;49,16;2,75;51,91
2018-08-01;2311801;48,43;2,60;51,03
2018-12-01;2311801;50,17;2,63;52,80
2019-04-01;2311801;49,92;2,56;52,48
2019-08-01;2311801;52,02;2,63;54,65
2019-12-01;2311801;51,59;2,45;54,04
2020-04-01;2311801;50,75;2,41;53,16
2020-08-01;2311801;48,93;2,37;51,30
2020-12-01;2311801;51,67;2,37;54,04
2021-04-01;2311801;51,71;2,23;53,94
2018-04-01;2311900;62,13;0,82;62,95
2018-08-01;2311900;66,00;2,49;68,49
2018-12-01;2311900;66,01;2,45;68,46
2019-04-01;2311900;66,12;2,38;68,50
2019-08-01;2311900;54,22;2,00;56,22
2019-12-01;2311900;53,69;1,92;55,61
2020-04-01;2311900;51,92;1,99;53,91
2020-08-01;2311900;60,40;2,24;62,64
2020-12-01;2311900;65,34;2,31;67,65
2021-04-01;2311900;63,97;2,16;66,13
2018-04-01;2311959;50,24;2,28;52,52
2018-08-01;2311959;46,05;2,05;48,10
2018-12-01;2311959;50,92;2,00;52,92
2020-04-01;2311959;57,97;2,08;60,05
2020-08-01;2311959;56,27;2,07;58,34
2020-12-01;2311959;56,41;2,12;58,53
2021-04-01;2311959;57,07;2,11;59,18
2018-04-01;2312007;63,62;3,07;66,69
2018-08-01;2312007;59,41;2,87;62,28
2018-12-01;2312007;57,56;2,86;60,42
2019-04-01;2312007;57,10;2,74;59,84
2019-08-01;2312007;58,86;2,81;61,67
2019-12-01;2312007;56,84;2,66;59,50
2020-04-01;2312007;;2,68;
2020-08-01;2312007;55,99;2,54;58,53
2020-12-01;2312007;61,10;2,61;63,71
2021-04-01;2312007;60,99;2,58;63,57
2018-04-01;2312106;54,68;2,77;57,45
2018-08-01;2312106;59,75;3,14;62,89
2018-12-01;2312106;59,64;3,02;62,66
2019-04-01;2312106;59,79;2,87;62,66
2019-08-01;2312106;62,17;2,82;64,99
2019-12-01;2312106;67,68;2,84;70,52
2020-04-01;2312106;71,14;2,82;73,96
2020-08-01;2312106;73,76;2,74;76,50
2020-12-01;2312106;65,73;2,81;68,54
2021-04-01;2312106;58,23;2,52;60,75
2018-04-01;2312205;59,34;2,27;61,61
2018-08-01;2312205;54,21;2,16;56,37
2018-12-01;2312205;53,75;2,16;55,91
2019-04-01;2312205;51,76;2,19;53,95
2019-08-01;2312205;53,78;2,31;56,09
2019-12-01;2312205;52,80;2,17;54,97
2020-04-01;2312205;52,68;2,07;54,75
2020-08-01;2312205;51,63;1,94;53,57
2020-12-01;2312205;56,74;1,91;58,65
2021-04-01;2312205;60,26;1,93;62,19
2018-04-01;2312304;26,89;2,04;28,93
2018-08-01;2312304;49,44;1,74;51,18
2018-12-01;2312304;48,48;1,64;50,12
2019-04-01;2312304;45,83;1,56;47,39
2019-08-01;2312304;49,29;1,74;51,03
2019-12-01;2312304;49,97;1,75;51,72
2020-04-01;2312304;51,21;1,69;52,90
2020-08-01;2312304;47,90;1,64;49,54
2020-12-01;2312304;50,81;1,59;52,40
2021-04-01;2312304;;1,56;
2019-04-01;2312403;50,42;2,74;53,16
2019-08-01;2312403;45,82;2,55;48,37
2019-12-01;2312403;44,59;2,44;47,03
2020-04-01;2312403;42,81;2,33;45,14
2020-08-01;2312403;46,30;2,36;48,66
2020-12-01;2312403;45,98;2,35;48,33
2021-04-01;2312403;46,23;2,15;48,38
2018-04-01;2312502;55,11;3,83;58,94
2018-08-01;2312502;53,19;3,58;56,77
2018-12-01;2312502;50,70;3,60;54,30
2019-04-01;2312502;49,87;3,41;53,28
2019-08-01;2312502;48,15;3,31;51,46
2019-12-01;2312502;48,03;3,24;51,27
2020-04-01;2312502;46,02;3,18;49,20
2020-08-01;2312502;45,59;3,02;48,61
2020-12-01;2312502;48,17;3,00;51,17
2021-04-01;2312502;50,50;2,99;53,49
2018-04-01;2312601;49,87;3,05;52,92
2018-08-01;2312601;46,94;2,82;49,76
2018-12-01;2312601;51,50;2,93;54,43
2019-04-01;2312601;46,15;2,82;48,97
2019-08-01;2312601;45,67;2,95;48,62
2019-12-01;2312601;47,60;2,80;50,40
2020-04-01;2312601;53,50;2,93;56,43
2020-08-01;2312601;57,84;2,99;60,83
2020-12-01;2312601;55,87;3,02;58,89
2021-04-01;2312601;53,42;2,87;56,29
2018-04-01;2312700;53,26;2,92;56,18
2018-08-01;2312700;54,75;2,87;57,62
2018-12-01;2312700;56,04;3,07;59,11
2019-04-01;2312700;53,97;2,99;56,96
2019-08-01;2312700;51,77;2,89;54,66
2019-12-01;2312700;49,99;2,63;52,62
2020-04-01;2312700;52,48;2,66;55,14
2020-08-01;2312700;50,68;2,59;53,27
2020-12-01;2312700;53,72;2,75;56,47
2021-04-01;2312700;52,34;2,69;55,03
2019-04-01;2312809;45,01;2,71;47,72
2019-08-01;2312809;48,66;2,73;51,39
2019-12-01;2312809;48,35;2,73;51,08
2020-04-01;2312809;50,28;2,71;52,99
2020-08-01;2312809;51,33;2,72;54,05
2020-12-01;2312809;50,01;2,60;52,61
2018-04-01;2312908;47,91;2,26;50,17
2018-08-01;2312908;44,28;2,20;46,48
2018-12-01;2312908;40,54;2,07;42,61
2019-04-01;2312908;40,28;2,01;42,29
2019-08-01;2312908;40,67;2,00;42,67
2019-12-01;2312908;40,57;1,98;42,55
2020-04-01;2312908;41,86;1,98;43,84
2020-08-01;2312908;39,70;1,87;41,57
2020-12-01;2312908;39,43;1,85;41,28
2021-04-01;2312908;36,96;1,80;38,76
2018-04-01;2313005;53,45;2,93;56,38
2018-08-01;2313005;51,58;2,76;54,34
2018-12-01;2313005;53,16;2,83;55,99
2019-04-01;2313005;53,07;2,75;55,82
2019-08-01;2313005;53,40;2,60;56,00
2019-12-01;2313005;53,98;2,54;56,52
2020-04-01;2313005;53,30;2,44;55,74
2020-08-01;2313005;54,66;2,36;57,02
2020-12-01;2313005;56,06;2,36;58,42
2021-04-01;2313005;56,89;2,43;59,32
2018-04-01;2313104;50,80;2,69;53,49
2018-08-01;2313104;50,79;2,57;53,36
2018-12-01;2313104;50,80;2,61;53,41
2019-04-01;2313104;50,87;2,57;53,44
2019-08-01;2313104;51,09;2,55;53,64
2019-12-01;2313104;48,89;2,49;51,38
2020-04-01;2313104;50,70;2,52;53,22
2020-08-01;2313104;48,54;2,42;50,96
2020-12-01;2313104;51,63;2,47;54,10
2021-04-01;2313104;50,10;2,37;52,47
2021-04-01;2313203;53,20;1,96;55,16
2018-04-01;2313252;63,26;3,04;66,30
2018-08-01;2313252;60,99;2,87;63,86
2018-12-01;2313252;61,41;2,81;64,22
2019-04-01;2313252;61,16;2,74;63,90
2019-08-01;2313252;63,34;2,76;66,10
2019-12-01;2313252;62,95;2,61;65,56
2020-04-01;2313252;63,53;2,59;66,12
2020-08-01;2313252;63,00;2,53;65,53
2020-12-01;2313252;65,99;2,62;68,61
2021-04-01;2313252;63,37;2,58;65,95
2018-04-01;2313302;43,62;1,40;45,02
2018-08-01;2313302;41,22;1,46;42,68
2018-12-01;2313302;38,47;1,45;39,92
2019-04-01;2313302;56,82;2,14;58,96
2019-08-01;2313302;51,88;2,17;54,05
2019-12-01;2313302;50,44;2,15;52,59
2020-04-01;2313302;51,91;2,15;54,06
2020-08-01;2313302;49,73;1,98;51,71
2020-12-01;2313302;52,47;2,03;54,50
2021-04-01;2313302;47,01;1,84;48,85
2018-04-01;2313351;44,14;;
2018-08-01;2313351;42,58;2,40;44,98
2018-12-01;2313351;44,88;;
2019-04-01;2313351;45,43;2,16;47,59
2019-08-01;2313351;45,31;2,10;47,41
2019-12-01;2313351;50,26;2,04;52,30
2020-04-01;2313351;53,55;2,16;55,71
2020-08-01;2313351;51,92;2,10;54,02
2020-12-01;2313351;50,34;2,20;52,54
2021-04-01;2313351;50,04;2,10;52,14
2018-04-01;2313401;56,89;2,52;59,41
2018-08-01;2313401;54,89;2,58;57,47
2018-12-01;2313401;50,53;2,19;52,72
2019-04-01;2313401;16,27;2,10;18,37
2019-08-01;2313401;53,50;2,15;55,65
2019-12-01;2313401;52,08;2,30;54,38
2020-04-01;2313401;47,76;2,05;49,81
2020-08-01;2313401;48,70;1,81;50,51
2020-12-01;2313401;49,24;1,72;50,96
2021-04-01;2313401;51,08;1,78;52,86
2018-04-01;2313500;51,22;2,53;53,75
2018-08-01;2313500;45,63;2,37;48,00
2018-12-01;2313500;45,17;2,26;47,43
2019-04-01;2313500;45,11;2,15;47,26
2019-08-01;2313500;45,37;2,09;47,46
2019-12-01;2313500;47,62;2,13;49,75
2020-04-01;2313500;49,18;2,12;51,30
2020-08-01;2313500;48,45;2,09;50,54
2020-12-01;2313500;48,78;2,01;50,79
2021-04-01;2313500;48,37;1,92;50,29
2018-04-01;2313559;55,32;3,12;58,44
2018-08-01;2313559;51,87;3,06;54,93
2018-12-01;2313559;54,46;3,12;57,58
2019-04-01;2313559;58,68;3,18;61,86
2019-08-01;2313559;64,13;3,33;67,46
2019-12-01;2313559;61,65;3,20;64,85
2020-04-01;2313559;60,61;3,17;63,78
2020-08-01;2313559;58,64;3,00;61,64
2020-12-01;2313559;55,19;2,91;58,10
2021-04-01;2313559;53,65;2,70;56,35
2018-04-01;2313609;50,75;2,13;52,88
2018-08-01;2313609;47,96;1,99;49,95
2018-12-01;2313609;55,70;2,27;57,97
2019-04-01;2313609;54,58;2,01;56,59
2019-08-01;2313609;53,81;2,00;55,81
2019-12-01;2313609;56,09;2,02;58,11
2020-04-01;2313609;54,96;2,05;57,01
2020-08-01;2313609;53,95;1,98;55,93
2020-12-01;2313609;52,54;1,94;54,48
2021-04-01;2313609;48,70;1,77;50,47
2018-04-01;2313708;52,60;3,41;56,01
2018-08-01;2313708;54,18;3,41;57,59
2018-12-01;2313708;60,93;3,29;64,22
2019-04-01;2313708;62,29;3,27;65,56
2019-08-01;2313708;59,64;3,12;62,76
2019-12-01;2313708;58,72;3,09;61,81
2020-04-01;2313708;57,47;2,94;60,41
2020-08-01;2313708;54,70;2,69;57,39
2020-12-01;2313708;55,66;2,59;58,25
2021-04-01;2313708;53,13;2,36;55,49
2018-04-01;2313757;36,69;2,03;38,72
2018-08-01;2313757;52,78;2,66;55,44
2018-12-01;2313757;48,75;2,61;51,36
2019-04-01;2313757;55,12;2,64;57,76
2019-08-01;2313757;56,30;2,83;59,13
2019-12-01;2313757;58,72;2,86;61,58
2020-04-01;2313757;56,59;2,98;59,57
2020-08-01;2313757;53,53;2,71;56,24
2020-12-01;2313757;53,92;2,98;56,90
2021-04-01;2313757;49,50;2,56;52,06
2018-04-01;2313807;57,69;2,68;60,37
2018-08-01;2313807;54,89;2,58;57,47
2018-12-01;2313807;55,46;2,48;57,94
2019-04-01;2313807;57,55;2,36;59,91
2019-08-01;2313807;61,11;2,38;63,49
2019-12-01;2313807;59,47;2,38;61,85
2020-04-01;2313807;61,83;2,48;64,31
2020-08-01;2313807;60,06;2,48;62,54
2020-12-01;2313807;64,48;2,50;66,98
2021-04-01;2313807;58,25;2,45;60,70
2018-04-01;2313906;57,78;2,04;59,82
2018-08-01;2313906;54,48;1,94;56,42
2018-12-01;2313906;51,92;1,90;53,82
2019-04-01;2313906;50,37;1,84;52,21
2019-08-01;2313906;51,57;1,82;53,39
2019-12-01;2313906;49,93;1,78;51,71
2020-04-01;2313906;44,59;1,56;46,15
2020-08-01;2313906;49,57;1,56;51,13
2020-12-01;2313906;50,44;1,55;51,99
2019-04-01;2313955;47,97;2,29;50,26
2019-08-01;2313955;43,49;2,19;45,68
2019-12-01;2313955;49,42;2,06;51,48
2018-04-01;2314003;51,01;1,93;52,94
2018-08-01;2314003;49,15;1,96;51,11
2018-12-01;2314003;50,82;2,09;52,91
2019-04-01;2314003;50,29;2,07;52,36
2019-08-01;2314003;54,66;1,99;56,65
2019-12-01;2314003;53,08;2,00;55,08
2020-04-01;2314003;50,07;1,95;52,02
2020-08-01;2314003;47,60;1,97;49,57
2020-12-01;2314003;50,99;1,90;52,89
2021-04-01;2314003;48,46;1,77;50,23
2018-04-01;2314102;56,74;2,25;58,99
2018-08-01;2314102;54,25;2,11;56,36
2018-12-01;2314102;48,50;1,96;50,46
2019-04-01;2314102;44,69;1,85;46,54
2019-08-01;2314102;44,02;1,89;45,91
2019-12-01;2314102;48,42;2,05;50,47
2020-04-01;2314102;50,82;2,08;52,90
2020-08-01;2314102;51,87;2,05;53,92
2020-12-01;2314102;51,31;2,10;53,41
2021-04-01;2314102;49,27;1,97;51,24
