date;cod_ibge;rcl_bimestral
2018-10-01;2300150;5,58253980397775e+06
2018-10-01;2300200;1,98419628932949e+07
2018-10-01;2300309;1,59250211418416e+07
2018-10-01;2300408;1,55212023560996e+07
2018-10-01;2300507;4,14114308346886e+06
2018-10-01;2300606;3,23343387706219e+06
2018-10-01;2300705;5,37026658220946e+06
2018-10-01;2300754;1,63808650460515e+07
2018-10-01;2300804;3,55013980549824e+06
2018-10-01;2300903;5,00344166041021e+06
2018-10-01;2301000;4,00237927377818e+07
2018-10-01;2301109;3,01450596860195e+07
2018-10-01;2301208;9,75302346424493e+06
2018-10-01;2301307;8,97080847470005e+06
2018-10-01;2301406;4,49041834169818e+06
2018-10-01;2301505;3,49029841638562e+06
2018-10-01;2301604;7,18771889258905e+06
2018-10-01;2301802;3,04064182893042e+06
2018-10-01;2301851;7,00739664926684e+06
2018-10-01;2301901;3,71177288822220e+07
2018-10-01;2302008;6,23884938712391e+06
2018-10-01;2302057;5,32347695596259e+06
2018-10-01;2302107;1,18792397010125e+07
2018-10-01;2302206;1,62093505814286e+07
2018-10-01;2302305;8,68030628459726e+06
2018-10-01;2302404;1,36283738518824e+07
2018-10-01;2302503;2,08138912236228e+07
2018-10-01;2302602;2,15865255092261e+07
2018-10-01;2302701;7,51467275017270e+06
2018-10-01;2302800;2,38938227832987e+07
2018-10-01;2302909;6,04343832697948e+06
2018-10-01;2303006;2,50447970153467e+07
2018-10-01;2303105;8,05466392133562e+06
2018-10-01;2303204;9,28445279383064e+06
2018-10-01;2303402;5,91382528853524e+06
2018-10-01;2303501;2,45637525806934e+07
2018-10-01;2303600;6,43879254405899e+06
2018-10-01;2303659;4,86118010747160e+06
2018-10-01;2303709;1,08483660339169e+08
2018-10-01;2303808;7,69118914529233e+06
2018-10-01;2303907;4,41390286943733e+06
2018-10-01;2303931;4,59668580336072e+06
2018-10-01;2303956;7,34329473529607e+06
2018-10-01;2304004;7,05406209442212e+06
2018-10-01;2304103;2,36615465016322e+07
2018-10-01;2304202;4,25125627538422e+07
2018-10-01;2304236;7,34897205523077e+06
2018-10-01;2304251;9,93338768867265e+06
2018-10-01;2304269;2,79327086379406e+06
2018-10-01;2304277;1,84246118213081e+06
2018-10-01;2304285;5,07510870311984e+07
2018-10-01;2304400;1,01259132451187e+09
2018-10-01;2304459;6,66854660224467e+06
2018-10-01;2304509;5,91167616599529e+06
2018-10-01;2304608;3,52383770601473e+06
2018-10-01;2304657;5,47342572445233e+06
2018-10-01;2304707;1,73863687693132e+07
2018-10-01;2304806;2,55105993865280e+06
2018-10-01;2304954;7,91716142414518e+06
2018-10-01;2305001;1,39983985614983e+07
2018-10-01;2305100;3,67454570346689e+06
2018-10-01;2305209;5,89989812370095e+06
2018-10-01;2305233;2,87619186087044e+07
2018-10-01;2305266;4,86310938687371e+06
2018-10-01;2305332;5,01138221252633e+06
2018-10-01;2305357;1,12751098548428e+07
2018-10-01;2305407;2,00218577301494e+07
2018-10-01;2305506;3,32169040720030e+07
2018-10-01;2305605;7,20174677192461e+06
2018-10-01;2305704;3,90493571294250e+06
2018-10-01;2305803;1,47114446161007e+07
2018-10-01;2305902;1,08235908967666e+07
2018-10-01;2306009;5,50413523773539e+06
2018-10-01;2306108;9,00672857483533e+06
2018-10-01;2306207;3,13269048868456e+06
2018-10-01;2306256;1,50620555739140e+07
2018-10-01;2306306;1,48276477250370e+07
2018-10-01;2306405;4,32707708972736e+07
2018-10-01;2306504;6,08881314312658e+06
2018-10-01;2306553;1,72583535669893e+07
2018-10-01;2306702;3,76547773719562e+06
2018-10-01;2306801;4,53631881393000e+06
2018-10-01;2307007;9,56746163543227e+06
2018-10-01;2307106;8,81617256708497e+06
2018-10-01;2307205;4,03390947640674e+06
2018-10-01;2307254;1,12704407729465e+07
2018-10-01;2307304;7,99519668046091e+07
2018-10-01;2307403;8,69904692223972e+06
2018-10-01;2307502;8,93439960251724e+06
2018-10-01;2307601;2,06799227793214e+07
2018-10-01;2307635;5,62154635186747e+06
2018-10-01;2307650;1,12827110872009e+08
2018-10-01;2307700;3,00604413808016e+07
2018-10-01;2307908;4,02190601431337e+06
2018-10-01;2308104;1,40871842387110e+07
2018-10-01;2308203;5,79385310390036e+06
2018-10-01;2308302;8,85109980961352e+06
2018-10-01;2308377;4,06241913068625e+06
2018-10-01;2308401;1,13941884129804e+07
2018-10-01;2308500;1,19770994648036e+07
2018-10-01;2308609;6,75751562892435e+06
2018-10-01;2308708;2,08171104739871e+07
2018-10-01;2308807;3,48155007374135e+06
2018-10-01;2308906;6,61680776725603e+06
2018-10-01;2309102;5,11379420485494e+06
2018-10-01;2309300;1,02476521436820e+07
2018-10-01;2309409;8,69705134748925e+06
2018-10-01;2309458;1,03415864064277e+07
2018-10-01;2309607;1,90333004653223e+07
2018-10-01;2309706;2,68207341391024e+07
2018-10-01;2309805;4,65654266213152e+06
2018-10-01;2309904;3,28705164535564e+06
2018-10-01;2310001;3,54681311517929e+06
2018-10-01;2310100;4,09639686857223e+06
2018-10-01;2310209;1,35854201431953e+07
2018-10-01;2310258;1,31759481175417e+07
2018-10-01;2310407;3,80983142206370e+06
2018-10-01;2310605;4,30486098536780e+06
2018-10-01;2310704;1,16640733408736e+07
2018-10-01;2310852;7,49518023360729e+06
2018-10-01;2310902;5,35992293524903e+06
2018-10-01;2310951;3,94605391936223e+06
2018-10-01;2311009;4,47762824692926e+06
2018-10-01;2311108;6,36720184361053e+06
2018-10-01;2311231;3,18559037338173e+06
2018-10-01;2311264;7,15320723400646e+06
2018-10-01;2311306;2,57986350639953e+07
2018-10-01;2311355;6,01133420226352e+06
2018-10-01;2311405;2,65903457914718e+07
2018-10-01;2311603;9,61043989258198e+06
2018-10-01;2311702;7,24869930359846e+06
2018-10-01;2311801;2,49042526279248e+07
2018-10-01;2311900;5,58481023005212e+06
2018-10-01;2311959;7,13809023273853e+06
2018-10-01;2312007;8,69721443136938e+06
2018-10-01;2312106;6,59470883077895e+06
2018-10-01;2312205;1,39369554102958e+07
2018-10-01;2312304;1,50766581504929e+07
2018-10-01;2312502;3,04890688696177e+06
2018-10-01;2312601;4,27944607691461e+06
2018-10-01;2312700;7,36226777471737e+06
2018-10-01;2312908;1,09679786811663e+08
2018-10-01;2313005;6,78853473613059e+06
2018-10-01;2313104;9,10585555681080e+06
2018-10-01;2313252;3,31769830966697e+06
2018-10-01;2313302;2,00035040570276e+07
2018-10-01;2313351;8,43626161941356e+06
2018-10-01;2313401;2,46727878396894e+07
2018-10-01;2313500;1,96870224999783e+07
2018-10-01;2313559;5,86590384543785e+06
2018-10-01;2313609;1,18907552498642e+07
2018-10-01;2313708;2,76742009465479e+06
2018-10-01;2313757;6,28090412687224e+06
2018-10-01;2313807;6,91666901132442e+06
2018-10-01;2313906;6,10181503948788e+06
2018-10-01;2314003;1,19556835020237e+07
2018-10-01;2314102;2,23171153272909e+07
2018-12-01;2300101;6,03908116027838e+06
2018-12-01;2300150;9,94393670604336e+06
2018-12-01;2300200;2,82527525814589e+07
2018-12-01;2300309;2,19200136632927e+07
2018-12-01;2300408;1,23690334567704e+07
2018-12-01;2300507;7,24314994552434e+06
2018-12-01;2300606;5,26776173295971e+06
2018-12-01;2300705;7,33786671358114e+06
2018-12-01;2300754;2,16870639834873e+07
2018-12-01;2300804;4,90479474036731e+06
2018-12-01;2300903;7,24874245113167e+06
2018-12-01;2301000;4,98656623699143e+07
2018-12-01;2301109;4,07687510252324e+07
2018-12-01;2301208;1,65943337773016e+07
2018-12-01;2301307;1,22542684604108e+07
2018-12-01;2301406;7,02726831231335e+06
2018-12-01;2301505;4,71724361576319e+06
2018-12-01;2301604;1,13753797403751e+07
2018-12-01;2301802;1,09422209980649e+07
2018-12-01;2301851;9,81874753537730e+06
2018-12-01;2301901;4,16508909154886e+07
2018-12-01;2302008;8,99349738770974e+06
2018-12-01;2302057;1,05776020156666e+07
2018-12-01;2302107;1,71412339824738e+07
2018-12-01;2302206;2,62343133875519e+07
2018-12-01;2302305;1,27951859374112e+07
2018-12-01;2302404;2,02724014122327e+07
2018-12-01;2302503;3,15685301928750e+07
2018-12-01;2302602;3,06664997547660e+07
2018-12-01;2302701;1,37554477690406e+07
2018-12-01;2302800;6,33414440016186e+07
2018-12-01;2302909;9,47730523551197e+06
2018-12-01;2303006;1,04783637838641e+07
2018-12-01;2303105;1,14711120848086e+07
2018-12-01;2303204;1,30244325651149e+07
2018-12-01;2303402;8,38675098452232e+06
2018-12-01;2303501;3,00267160441540e+07
2018-12-01;2303600;1,00812687779645e+07
2018-12-01;2303659;7,33093684250410e+06
2018-12-01;2303709;1,13075146974410e+08
2018-12-01;2303808;1,21387831716312e+07
2018-12-01;2303907;6,37940736513060e+06
2018-12-01;2303931;6,65473967276512e+06
2018-12-01;2303956;1,15323531672290e+07
2018-12-01;2304004;1,07481104604866e+07
2018-12-01;2304103;3,22692470464456e+07
2018-12-01;2304202;5,63955819574292e+07
2018-12-01;2304236;1,01620504065199e+07
2018-12-01;2304251;1,58480732766245e+07
2018-12-01;2304269;5,58470722711095e+06
2018-12-01;2304277;5,06306773357685e+06
2018-12-01;2304285;5,87413079228880e+07
2018-12-01;2304400;1,19619488507591e+09
2018-12-01;2304459;9,58867205021597e+06
2018-12-01;2304509;9,13990765290336e+06
2018-12-01;2304608;6,28480153920368e+06
2018-12-01;2304657;3,56969997403303e+06
2018-12-01;2304707;2,64171873656107e+07
2018-12-01;2304806;3,91716533451734e+06
2018-12-01;2304954;1,21177791960189e+07
2018-12-01;2305001;1,55574450502186e+07
2018-12-01;2305100;6,26917091915302e+06
2018-12-01;2305209;9,32878960318360e+06
2018-12-01;2305233;3,77981709055711e+07
2018-12-01;2305266;5,97668067066237e+06
2018-12-01;2305332;9,91327847731956e+06
2018-12-01;2305357;1,47030617403011e+07
2018-12-01;2305407;3,53956070917902e+07
2018-12-01;2305506;6,32042763173418e+07
2018-12-01;2305605;1,08500458326236e+07
2018-12-01;2305704;6,57143796934471e+06
2018-12-01;2305803;1,95532544605512e+07
2018-12-01;2305902;2,02022874704346e+07
2018-12-01;2306009;9,14207489139593e+06
2018-12-01;2306108;1,27525050235698e+07
2018-12-01;2306207;4,90259457970562e+06
2018-12-01;2306256;1,98352662298965e+07
2018-12-01;2306306;2,30466163502543e+07
2018-12-01;2306405;5,55790337082212e+07
2018-12-01;2306504;8,85511101401290e+06
2018-12-01;2306553;2,64043645155428e+07
2018-12-01;2306702;2,14364680656775e+07
2018-12-01;2306801;7,12598177590020e+06
2018-12-01;2307007;1,43472396842505e+07
2018-12-01;2307106;1,35870324934127e+07
2018-12-01;2307205;6,28444591281692e+06
2018-12-01;2307254;1,60988378787007e+07
2018-12-01;2307304;1,20595391333660e+08
2018-12-01;2307403;1,18126495130026e+07
2018-12-01;2307502;1,83535160342293e+07
2018-12-01;2307601;3,29363262931080e+07
2018-12-01;2307635;8,74222826176189e+06
2018-12-01;2307650;1,46543715284234e+08
2018-12-01;2307700;4,44513564399130e+07
2018-12-01;2307908;5,49271728514119e+06
2018-12-01;2308104;1,97231879392178e+07
2018-12-01;2308203;8,16304714437057e+06
2018-12-01;2308302;1,23854782253232e+07
2018-12-01;2308377;6,90652685973413e+06
2018-12-01;2308401;2,04361725862451e+07
2018-12-01;2308500;1,62351423213832e+07
2018-12-01;2308609;1,15540892649220e+07
2018-12-01;2308708;7,87107147384719e+07
2018-12-01;2308807;5,97643324103139e+06
2018-12-01;2308906;1,04379332397824e+07
2018-12-01;2309102;6,40793757180328e+06
2018-12-01;2309300;1,62432301823286e+07
2018-12-01;2309409;1,41168411265896e+07
2018-12-01;2309458;1,18290929646686e+07
2018-12-01;2309607;3,01803510514593e+07
2018-12-01;2309706;2,98007522477534e+07
2018-12-01;2309805;6,42299539075160e+06
2018-12-01;2309904;5,29019034568999e+06
2018-12-01;2310001;5,23329933085480e+06
2018-12-01;2310100;6,22381950403393e+06
2018-12-01;2310209;1,77791851447124e+07
2018-12-01;2310258;1,68098444948473e+07
2018-12-01;2310407;5,94515957978626e+06
2018-12-01;2310605;6,80735516419346e+06
2018-12-01;2310704;1,84620744539872e+07
2018-12-01;2310852;1,11827570169994e+07
2018-12-01;2310902;7,66810330032547e+06
2018-12-01;2310951;5,95397484210810e+06
2018-12-01;2311009;7,41874382758703e+06
2018-12-01;2311108;8,95254599259247e+06
2018-12-01;2311231;5,51040551844130e+06
2018-12-01;2311264;9,98642811095128e+06
2018-12-01;2311306;3,49249598085506e+07
2018-12-01;2311355;8,53267516225902e+06
2018-12-01;2311405;3,30912530882090e+07
2018-12-01;2311603;1,48645958919824e+07
2018-12-01;2311702;9,36632683544315e+06
2018-12-01;2311801;3,30249971893887e+07
2018-12-01;2311900;8,13268268183578e+06
2018-12-01;2311959;1,01909283159387e+07
2018-12-01;2312007;1,27089252229110e+07
2018-12-01;2312106;1,05690073207178e+07
2018-12-01;2312205;1,72737323545654e+07
2018-12-01;2312304;1,92903911510469e+07
2018-12-01;2312502;5,40371300446803e+06
2018-12-01;2312601;5,91431447590253e+06
2018-12-01;2312700;1,16125170531313e+07
2018-12-01;2312908;1,29943710267121e+08
2018-12-01;2313005;1,14746624003657e+07
2018-12-01;2313104;1,29535341940473e+07
2018-12-01;2313252;4,84386870636522e+06
2018-12-01;2313302;3,21082540459441e+07
2018-12-01;2313351;9,96317099788520e+06
2018-12-01;2313401;4,70444049221269e+07
2018-12-01;2313500;2,75581079373998e+07
2018-12-01;2313559;7,50461590425083e+06
2018-12-01;2313609;1,67376196282059e+07
2018-12-01;2313708;4,86715145408298e+06
2018-12-01;2313757;1,06582147032742e+07
2018-12-01;2313807;1,07606834368709e+07
2018-12-01;2313906;8,50764547496766e+06
2018-12-01;2314003;1,87833790665302e+07
2018-12-01;2314102;2,99946221633356e+07
2019-02-01;2300101;5,30428976039368e+06
2019-02-01;2300150;7,78573334684327e+06
2019-02-01;2300200;2,68754193481682e+07
2019-02-01;2300309;2,04862960149501e+07
2019-02-01;2300408;7,84164594005612e+06
2019-02-01;2300507;5,75395318476827e+06
2019-02-01;2300705;7,63521296259949e+06
2019-02-01;2300754;2,12020008083876e+07
2019-02-01;2300903;6,32828375096222e+06
2019-02-01;2301000;4,77656801474785e+07
2019-02-01;2301109;3,48690661252247e+07
2019-02-01;2301208;1,26300417070693e+07
2019-02-01;2301307;1,09706445002825e+07
2019-02-01;2301406;6,04638286296124e+06
2019-02-01;2301604;9,35419624116213e+06
2019-02-01;2301851;8,72078636857445e+06
2019-02-01;2301901;3,82529408223863e+07
2019-02-01;2302008;8,35513339048253e+06
2019-02-01;2302057;7,89755134440049e+06
2019-02-01;2302107;1,55232595594923e+07
2019-02-01;2302206;2,18795212456659e+07
2019-02-01;2302305;1,20121125366044e+07
2019-02-01;2302404;1,88807525382431e+07
2019-02-01;2302503;2,69876508884309e+07
2019-02-01;2302602;2,55308655927356e+07
2019-02-01;2302701;1,07112360863835e+07
2019-02-01;2302800;3,02975016296204e+07
2019-02-01;2302909;8,69501616921167e+06
2019-02-01;2303006;9,15272001621484e+06
2019-02-01;2303105;8,83044381761707e+06
2019-02-01;2303402;8,32972929172398e+06
2019-02-01;2303501;3,14502100617323e+07
2019-02-01;2303600;7,99937109912104e+06
2019-02-01;2303659;6,86744040213385e+06
2019-02-01;2303709;1,28008445289071e+08
2019-02-01;2303808;9,87258842726216e+06
2019-02-01;2303907;5,93598088418840e+06
2019-02-01;2303931;5,85594138497878e+06
2019-02-01;2303956;1,00662720184682e+07
2019-02-01;2304004;9,48059598889999e+06
2019-02-01;2304103;3,04992454045358e+07
2019-02-01;2304202;5,44709343819654e+07
2019-02-01;2304236;1,02301958098417e+07
2019-02-01;2304251;1,35361635540594e+07
2019-02-01;2304269;4,91266406509240e+06
2019-02-01;2304277;3,76257804137211e+06
2019-02-01;2304285;5,51972241805526e+07
2019-02-01;2304301;9,20512741020208e+06
2019-02-01;2304350;1,02990150139572e+07
2019-02-01;2304400;1,41295688300472e+09
2019-02-01;2304459;8,28700542542506e+06
2019-02-01;2304509;9,09262038895465e+06
2019-02-01;2304608;4,74589394702794e+06
2019-02-01;2304657;8,26111896356063e+06
2019-02-01;2304707;2,20179652170097e+07
2019-02-01;2304806;3,64297017928343e+06
2019-02-01;2304905;5,69421383169502e+06
2019-02-01;2304954;1,12280378931771e+07
2019-02-01;2305001;1,64697361030819e+07
2019-02-01;2305100;4,54386972870397e+06
2019-02-01;2305209;7,52635221519855e+06
2019-02-01;2305233;3,72004298090083e+07
2019-02-01;2305266;5,85281695209219e+06
2019-02-01;2305308;1,06000853465279e+07
2019-02-01;2305332;6,75416658670990e+06
2019-02-01;2305357;1,37801047241951e+07
2019-02-01;2305407;2,66929381518845e+07
2019-02-01;2305506;4,16820125227567e+07
2019-02-01;2305605;9,49063935877854e+06
2019-02-01;2305704;5,35871546520653e+06
2019-02-01;2305803;1,81693349688613e+07
2019-02-01;2305902;1,50631437751145e+07
2019-02-01;2306009;7,45978704811842e+06
2019-02-01;2306108;1,17492896317139e+07
2019-02-01;2306207;4,41457281158432e+06
2019-02-01;2306256;2,02788997291171e+07
2019-02-01;2306306;1,94745991100671e+07
2019-02-01;2306405;5,46278823567789e+07
2019-02-01;2306504;8,42821334500859e+06
2019-02-01;2306553;2,39619156387311e+07
2019-02-01;2306702;8,05728759219201e+06
2019-02-01;2306801;6,09477401668096e+06
2019-02-01;2307007;1,29149331422045e+07
2019-02-01;2307106;1,17146302469377e+07
2019-02-01;2307205;-8,34483819974722e+05
2019-02-01;2307254;1,47148339699237e+07
2019-02-01;2307304;1,00533401767418e+08
2019-02-01;2307403;3,43323168920774e+07
2019-02-01;2307502;1,19966118629410e+07
2019-02-01;2307601;3,42443562456411e+07
2019-02-01;2307635;8,19466325780303e+06
2019-02-01;2307650;1,24101763753798e+08
2019-02-01;2307700;3,81816931320988e+07
2019-02-01;2307908;6,05248553661393e+06
2019-02-01;2308005;1,39259601420213e+07
2019-02-01;2308104;1,73124120319179e+07
2019-02-01;2308203;7,58522216933607e+06
2019-02-01;2308302;1,11937199187312e+07
2019-02-01;2308377;6,23385140598346e+06
2019-02-01;2308401;1,84408271174508e+07
2019-02-01;2308500;1,63262908060288e+07
2019-02-01;2308609;9,04150914020063e+06
2019-02-01;2308708;2,63911068737083e+07
2019-02-01;2308906;9,17194413606165e+06
2019-02-01;2309102;5,33462044942910e+06
2019-02-01;2309300;1,34873156247318e+07
2019-02-01;2309409;1,24825571742310e+07
2019-02-01;2309458;1,14736227222145e+07
2019-02-01;2309607;2,64441172686544e+07
2019-02-01;2309706;2,88654603306199e+07
2019-02-01;2309805;5,60424296052550e+06
2019-02-01;2309904;4,51613775470160e+06
2019-02-01;2310001;4,72397767901151e+06
2019-02-01;2310100;5,41118352704073e+06
2019-02-01;2310209;1,76138795577798e+07
2019-02-01;2310258;1,58098808313363e+07
2019-02-01;2310407;5,95708372453633e+06
2019-02-01;2310605;3,59867590521881e+06
2019-02-01;2310704;1,54277599610805e+07
2019-02-01;2310852;1,03848725120584e+07
2019-02-01;2310902;2,03730723111456e+07
2019-02-01;2310951;5,36923428624346e+06
2019-02-01;2311108;8,13216614844304e+06
2019-02-01;2311207;5,10920862657059e+06
2019-02-01;2311231;4,51708805886905e+06
2019-02-01;2311306;3,36387193645904e+07
2019-02-01;2311355;7,38021262106908e+06
2019-02-01;2311405;3,27178277270016e+07
2019-02-01;2311603;1,39614298418741e+07
2019-02-01;2311702;9,55971674185634e+06
2019-02-01;2311801;3,16355907646108e+07
2019-02-01;2311900;7,41746761936335e+06
2019-02-01;2312007;1,25637092200682e+07
2019-02-01;2312106;8,19334256629468e+06
2019-02-01;2312205;1,82399245619929e+07
2019-02-01;2312304;1,85692055320077e+07
2019-02-01;2312403;4,82300232745206e+07
2019-02-01;2312502;3,88981162031582e+06
2019-02-01;2312601;5,56724128953808e+06
2019-02-01;2312700;1,04813711859596e+07
2019-02-01;2312809;3,84692142420319e+06
2019-02-01;2312908;1,22744499813048e+08
2019-02-01;2313005;9,04815580849113e+06
2019-02-01;2313104;1,16487093088111e+07
2019-02-01;2313252;4,42179187552771e+06
2019-02-01;2313302;2,64844936093972e+07
2019-02-01;2313351;1,00208782684460e+07
2019-02-01;2313401;3,26564690840723e+07
2019-02-01;2313500;2,48303323246919e+07
2019-02-01;2313559;7,17589529769876e+06
2019-02-01;2313609;1,52052997945746e+07
2019-02-01;2313708;3,53171970356997e+06
2019-02-01;2313757;8,50282195869434e+06
2019-02-01;2313807;9,91537652815016e+06
2019-02-01;2313906;7,44036722268099e+06
2019-02-01;2313955;9,18664889453886e+06
2019-02-01;2314003;1,57001255073446e+07
2019-02-01;2314102;2,49378649701792e+07
2019-04-01;2300101;4,64730457773356e+06
2019-04-01;2300150;6,27417717869688e+06
2019-04-01;2300200;2,49532634167091e+07
2019-04-01;2300309;1,76116751219262e+07
2019-04-01;2300408;6,42592821974592e+06
2019-04-01;2300507;4,84352564142313e+06
2019-04-01;2300705;6,65172847420393e+06
2019-04-01;2300754;1,69199870428561e+07
2019-04-01;2300903;5,22539681227128e+06
2019-04-01;2301000;5,48378212137938e+07
2019-04-01;2301109;3,17955229622026e+07
2019-04-01;2301208;1,15107985107182e+07
2019-04-01;2301307;9,39604419168624e+06
2019-04-01;2301406;5,10757709788745e+06
2019-04-01;2301604;7,79788223900188e+06
2019-04-01;2301851;7,28334586814820e+06
2019-04-01;2301901;3,50178175441025e+07
2019-04-01;2302008;7,62759283526493e+06
2019-04-01;2302057;6,75089023992278e+06
2019-04-01;2302107;1,29393239560281e+07
2019-04-01;2302206;2,08719173876801e+07
2019-04-01;2302305;1,05226223693773e+07
2019-04-01;2302404;1,61139086197136e+07
2019-04-01;2302503;2,87007440260072e+07
2019-04-01;2302602;2,32493605564536e+07
2019-04-01;2302701;8,73291890457010e+06
2019-04-01;2302800;2,70862952044402e+07
2019-04-01;2302909;7,31777727168837e+06
2019-04-01;2303006;7,82959093254188e+06
2019-04-01;2303105;7,73319162585078e+06
2019-04-01;2303402;6,76334932992393e+06
2019-04-01;2303501;2,81847456758618e+07
2019-04-01;2303600;6,52324811653934e+06
2019-04-01;2303659;5,83174270152369e+06
2019-04-01;2303709;1,12077358368473e+08
2019-04-01;2303808;8,94063794295354e+06
2019-04-01;2303907;5,01887766759454e+06
2019-04-01;2303931;5,06338551521730e+06
2019-04-01;2303956;8,31619520475817e+06
2019-04-01;2304004;8,24189429123619e+06
2019-04-01;2304103;2,82358691784700e+07
2019-04-01;2304202;4,63244168934041e+07
2019-04-01;2304236;7,33166509653874e+06
2019-04-01;2304251;1,09624220085756e+07
2019-04-01;2304269;4,35560965129687e+06
2019-04-01;2304277;3,69721929764338e+06
2019-04-01;2304285;6,09286446225123e+07
2019-04-01;2304301;1,50127965813917e+07
2019-04-01;2304350;8,89220902211451e+06
2019-04-01;2304400;1,13067313381559e+09
2019-04-01;2304459;7,23316977202424e+06
2019-04-01;2304509;6,95067651589747e+06
2019-04-01;2304608;4,95600909258338e+06
2019-04-01;2304657;8,73024529052230e+06
2019-04-01;2304707;1,87214461404516e+07
2019-04-01;2304806;3,15749582865502e+06
2019-04-01;2304905;5,10886408744197e+06
2019-04-01;2304954;9,28602985916404e+06
2019-04-01;2305001;1,74177768838364e+07
2019-04-01;2305100;3,72381060998128e+06
2019-04-01;2305209;7,65532684468899e+06
2019-04-01;2305233;3,22729849471447e+07
2019-04-01;2305266;5,07352477500739e+06
2019-04-01;2305308;8,96789389270328e+06
2019-04-01;2305332;5,58460244479038e+06
2019-04-01;2305357;1,18613912089370e+07
2019-04-01;2305407;2,14452706438871e+07
2019-04-01;2305506;3,94975444304310e+07
2019-04-01;2305605;8,06338626224065e+06
2019-04-01;2305704;4,52540175490611e+06
2019-04-01;2305803;1,55152663456293e+07
2019-04-01;2305902;1,30963367910004e+07
2019-04-01;2306009;6,78342259978114e+06
2019-04-01;2306108;9,63865251267226e+06
2019-04-01;2306207;4,03023189520978e+06
2019-04-01;2306256;1,69203068170051e+07
2019-04-01;2306306;1,67967633956996e+07
2019-04-01;2306405;4,92595837405589e+07
2019-04-01;2306504;7,08740145156859e+06
2019-04-01;2306553;1,97418507627400e+07
2019-04-01;2306702;6,98154088149586e+06
2019-04-01;2306801;5,29014902766945e+06
2019-04-01;2307007;1,21604083960099e+07
2019-04-01;2307106;1,00732206616613e+07
2019-04-01;2307205;4,58105226289540e+06
2019-04-01;2307254;1,33291243144962e+07
2019-04-01;2307304;9,35340943281094e+07
2019-04-01;2307403;1,00345850113457e+07
2019-04-01;2307502;1,04786111112974e+07
2019-04-01;2307601;2,18423699120775e+07
2019-04-01;2307635;6,99203241649622e+06
2019-04-01;2307650;1,16925799912941e+08
2019-04-01;2307700;3,28025419136101e+07
2019-04-01;2307908;5,10103066480593e+06
2019-04-01;2308005;1,26586422213843e+07
2019-04-01;2308104;1,56175070867663e+07
2019-04-01;2308203;6,45753349584894e+06
2019-04-01;2308302;9,79096504699805e+06
2019-04-01;2308377;5,22040214361993e+06
2019-04-01;2308401;1,25999449876005e+07
2019-04-01;2308500;1,40824771611875e+07
2019-04-01;2308609;7,59340568709415e+06
2019-04-01;2308708;2,29934943277563e+07
2019-04-01;2308906;7,66739588915802e+06
2019-04-01;2309102;4,61625863035629e+06
2019-04-01;2309300;1,18825936091743e+07
2019-04-01;2309409;1,08571645720563e+07
2019-04-01;2309458;9,79145318604625e+06
2019-04-01;2309607;2,18784758691232e+07
2019-04-01;2309706;2,70169101283711e+07
2019-04-01;2309805;4,73296673847751e+06
2019-04-01;2309904;3,99441588961035e+06
2019-04-01;2310001;3,81098529993538e+06
2019-04-01;2310100;4,59108530663711e+06
2019-04-01;2310209;1,51945864414038e+07
2019-04-01;2310258;1,35290859737628e+07
2019-04-01;2310407;4,61149924184011e+06
2019-04-01;2310605;5,85280094047755e+06
2019-04-01;2310704;1,40216254339069e+07
2019-04-01;2310852;9,00559821761816e+06
2019-04-01;2310902;5,95425860609355e+06
2019-04-01;2310951;4,62038367424265e+06
2019-04-01;2311108;1,05674823063651e+07
2019-04-01;2311207;4,23420340708013e+06
2019-04-01;2311231;3,87828577126826e+06
2019-04-01;2311306;2,95198359047142e+07
2019-04-01;2311355;6,58179538410747e+06
2019-04-01;2311405;3,01485944077902e+07
2019-04-01;2311603;1,10625293988503e+07
2019-04-01;2311702;7,94025586569059e+06
2019-04-01;2311801;2,74801542600267e+07
2019-04-01;2311900;6,57316026862540e+06
2019-04-01;2312007;1,02525037748304e+07
2019-04-01;2312106;7,00743462900964e+06
2019-04-01;2312205;1,45458741560590e+07
2019-04-01;2312304;1,55969504879742e+07
2019-04-01;2312403;4,31001554889525e+07
2019-04-01;2312502;3,38217824556722e+06
2019-04-01;2312601;4,65202081734660e+06
2019-04-01;2312700;9,14187896118576e+06
2019-04-01;2312809;3,12879832073115e+06
2019-04-01;2312908;1,11381734949828e+08
2019-04-01;2313005;7,87185972706160e+06
2019-04-01;2313104;1,05655164567681e+07
2019-04-01;2313252;3,77970849991364e+06
2019-04-01;2313302;2,28663020200576e+07
2019-04-01;2313351;8,11190730768236e+06
2019-04-01;2313401;2,73904487289346e+07
2019-04-01;2313500;2,14065123356811e+07
2019-04-01;2313559;6,08053827130905e+06
2019-04-01;2313609;1,27756385974121e+07
2019-04-01;2313708;3,00104407154057e+06
2019-04-01;2313757;7,25325722078376e+06
2019-04-01;2313807;8,04915582613500e+06
2019-04-01;2313906;6,12922640259715e+06
2019-04-01;2313955;8,01848644504041e+06
2019-04-01;2314003;1,34509731765975e+07
2019-04-01;2314102;1,94882265497384e+07
2019-06-01;2300101;4,82587957216920e+06
2019-06-01;2300150;6,44923058495440e+06
2019-06-01;2300200;2,34125558862227e+07
2019-06-01;2300309;1,91650097350597e+07
