date;cod_ibge;transferencias_de_capital;operacoes_de_credito;investimentos
2018-12-01;2309706;3,63253522600230e+06;0,000000000;1,18049486828453e+07
2018-12-01;2309805;1,52215369893013e+06;0,000000000;2,25862811273852e+06
2018-12-01;2309904;3,30340931048322e+06;0,000000000;1,41485356447566e+06
2018-12-01;2310001;2,11028470241481e+05;0,000000000;4,79387371415321e+05
2018-12-01;2310100;2,45367551480917e+06;0,000000000;2,14516933412860e+06
2018-12-01;2310209;1,55137586263721e+06;0,000000000;7,63527914999586e+06
2018-12-01;2310258;1,55682799704349e+06;0,000000000;5,05869931885737e+06
2018-12-01;2310407;1,02002923963996e+06;0,000000000;6,99884179373330e+05
2018-12-01;2310605;2,76817599664099e+05;0,000000000;1,40361377969964e+06
2018-12-01;2310704;2,04007292039411e+06;0,000000000;9,53785494122095e+06
2018-12-01;2310852;4,27154144890050e+06;0,000000000;2,73244838999704e+06
2018-12-01;2310902;5,78802397497921e+06;0,000000000;5,38337412363219e+06
2018-12-01;2310951;7,67343663592151e+06;0,000000000;4,88799974689555e+06
2018-12-01;2311009;1,89216792176242e+06;0,000000000;2,20809663425071e+06
2018-12-01;2311108;3,32724363287428e+06;0,000000000;8,28985611923717e+06
2018-12-01;2311231;7,70370325823372e+06;0,000000000;8,03851484351870e+06
2018-12-01;2311264;2,60849651256665e+06;0,000000000;4,50434285618422e+06
2018-12-01;2311306;8,36870378797830e+05;0,000000000;4,05039523720667e+06
2018-12-01;2311355;1,15671285643017e+06;0,000000000;2,57496242635028e+06
2018-12-01;2311405;1,20144825758895e+07;0,000000000;1,57820601536913e+07
2018-12-01;2311603;3,11099312628848e+06;0,000000000;4,02776274138909e+06
2018-12-01;2311702;5,56509998847338e+06;0,000000000;6,82261752467246e+06
2018-12-01;2311801;8,76908053149541e+06;0,000000000;1,39492629110615e+07
2018-12-01;2311900;8,99858557032649e+05;0,000000000;1,89486817575296e+06
2018-12-01;2311959;5,64669884570669e+05;0,000000000;4,10138236967506e+06
2018-12-01;2312007;2,27528526834224e+06;0,000000000;1,19650379530646e+06
2018-12-01;2312106;2,55750770608966e+05;0,000000000;7,07350425125603e+05
2018-12-01;2312304;2,25433157994828e+05;0,000000000;7,79507946401087e+06
2018-12-01;2312502;1,21736228841143e+06;0,000000000;1,25371613051219e+06
2018-12-01;2312601;5,17315149881014e+05;0,000000000;5,15384169802043e+05
2018-12-01;2312700;8,27825593156985e+06;0,000000000;6,17595536852761e+06
2018-12-01;2312908;3,60020691701971e+07;500947,073242220;5,58868985985276e+07
2018-12-01;2313005;1,18987514645272e+07;0,000000000;1,38736647496923e+07
2018-12-01;2313104;4,02620457418517e+06;0,000000000;7,69653845678989e+06
2018-12-01;2313252;1,11600573264766e+05;0,000000000;4,96867023244004e+05
2018-12-01;2313302;9,63824890856013e+06;0,000000000;1,50575402258901e+07
2018-12-01;2313351;4,67902377859727e+06;0,000000000;9,51158801649421e+06
2018-12-01;2313401;2,23214678099041e+06;0,000000000;7,28491707387183e+06
2018-12-01;2313500;6,33452192704512e+06;0,000000000;1,20602375052014e+07
2018-12-01;2313559;8,23811460037368e+05;0,000000000;1,53361344843605e+06
2018-12-01;2313708;7,89574055848222e+04;0,000000000;3,03776715786465e+05
2018-12-01;2313757;8,99407590276144e+05;0,000000000;3,37424935909117e+06
2018-12-01;2313807;1,46794202413805e+06;0,000000000;5,17641092747303e+06
2018-12-01;2313906;1,48222301381599e+05;0,000000000;2,19568080263363e+06
2018-12-01;2314003;6,06948922515715e+06;0,000000000;1,11229136313186e+07
2018-12-01;2314102;2,33316118055660e+06;0,000000000;1,56030190526811e+07
2019-02-01;2300101;1,26275964062558e+05;0,000000000;2,68926121308268e+05
2019-02-01;2300200;3,06249009548486e+04;0,000000000;7,51338884657312e+05
2019-02-01;2300309;1,59207893650312e+05;0,000000000;7,84626026316607e+05
2019-02-01;2300754;6,71422072515932e+05;0,000000000;1,44047173712864e+06
2019-02-01;2300903;1,10768389528559e+04;0,000000000;8,92355950305686e+05
2019-02-01;2301307;1,11611496479353e+06;0,000000000;2,77400468025990e+06
2019-02-01;2301406;3,45597375329105e+05;0,000000000;1,94805974066664e+05
2019-02-01;2301604;1,27383647957843e+05;0,000000000;3,71627105028557e+05
2019-02-01;2301901;2,67474463902244e+06;0,000000000;5,90675627290662e+05
2019-02-01;2302057;5,24328817936808e+03;0,000000000;4,99598700521179e+05
2019-02-01;2302206;3,95806470934611e+03;0,000000000;0,00000000000000e+00
2019-02-01;2302404;8,82231453658641e+03;0,000000000;4,93265816924535e+04
2019-02-01;2302503;2,60615227749187e+06;0,000000000;0,00000000000000e+00
2019-02-01;2303006;1,69246566949151e+04;0,000000000;9,90854259482032e+04
2019-02-01;2303105;2,88152999287984e+05;0,000000000;2,25784601688949e+06
2019-02-01;2303402;5,31466732958028e+01;0,000000000;1,92686044320510e+05
2019-02-01;2303600;1,27574812044492e+05;0,000000000;9,84937255803874e+05
2019-02-01;2303659;2,17172504509694e+03;0,000000000;3,72215019332818e+03
2019-02-01;2303709;0,00000000000000e+00;14669639,780232035;1,82578676897222e+06
2019-02-01;2303956;4,51282747461106e+05;0,000000000;3,22071803226985e+06
2019-02-01;2304103;1,10768389528559e+05;0,000000000;9,78763092232585e+05
2019-02-01;2304202;3,50301210374631e+05;0,000000000;5,49049367178950e+06
2019-02-01;2304251;1,45842092388883e+05;0,000000000;1,10914254882310e+06
2019-02-01;2304285;4,65227236019950e+05;0,000000000;2,22263106217884e+06
2019-02-01;2304301;4,48677441708877e+04;0,000000000;0,00000000000000e+00
2019-02-01;2304400;1,15386012428831e+06;4864737,418614168;7,25645628340944e+07
2019-02-01;2304459;5,49254984325064e+05;0,000000000;8,12545952122329e+04
2019-02-01;2304608;1,60959540654961e+04;0,000000000;0,00000000000000e+00
2019-02-01;2304707;1,10904208189380e+06;0,000000000;1,71600757439267e+06
2019-02-01;2304806;1,10768389528559e+04;0,000000000;1,57509315781087e+05
2019-02-01;2305233;8,35963984733476e+05;0,000000000;1,84434915845999e+06
2019-02-01;2305506;5,53841947642797e+04;0,000000000;1,05285274493655e+06
2019-02-01;2305605;4,52047060425692e+05;0,000000000;1,01533643293454e+06
2019-02-01;2305704;2,76920973821399e+05;0,000000000;1,12675507721699e+06
2019-02-01;2306009;1,40778459460491e+05;0,000000000;1,09193682841660e+06
2019-02-01;2306108;5,18356119912394e+05;0,000000000;3,50405769088242e+06
2019-02-01;2306553;1,43555832829013e+05;0,000000000;1,79291389001292e+06
2019-02-01;2306702;2,01077857511194e+06;0,000000000;1,41499005619006e+06
2019-02-01;2307304;0,00000000000000e+00;394026,367530692;5,05384371658293e+06
2019-02-01;2307403;2,15998359580691e+05;0,000000000;1,79307802661252e+06
2019-02-01;2307635;1,63225717905809e+05;0,000000000;2,45135364143197e+05
2019-02-01;2307650;6,26236544912326e+05;0,000000000;2,19014744660171e+07
2019-02-01;2307700;7,37163632312563e+05;0,000000000;3,26026565930639e+06
2019-02-01;2308302;1,39730778801813e+04;0,000000000;1,02239223534860e+06
2019-02-01;2308401;2,02373847668678e+05;0,000000000;0,00000000000000e+00
2019-02-01;2308906;1,26482677815728e+06;0,000000000;2,71605163362038e+06
2019-02-01;2309102;1,42357318854314e+03;0,000000000;1,06276543026914e+05
2019-02-01;2309300;1,27217528604067e+05;0,000000000;4,27709052032155e+05
2019-02-01;2309458;2,37152685076076e+04;0,000000000;6,57852025421051e+05
2019-02-01;2309607;1,78806510345286e+05;0,000000000;5,68945031464122e+06
2019-02-01;2309805;1,10768389528559e+05;0,000000000;5,65886902320133e+04
2019-02-01;2310209;1,66152584292839e+05;0,000000000;2,85737173942883e+05
2019-02-01;2310407;9,71992618113109e+04;0,000000000;2,76568176500750e+05
2019-02-01;2310605;7,40121148312976e+04;0,000000000;0,00000000000000e+00
2019-02-01;2310704;1,61998769685518e+05;0,000000000;1,40153931772754e+06
2019-02-01;2310852;3,87234105268996e+04;0,000000000;1,52950786708945e+05
2019-02-01;2311108;1,20767497466342e+06;0,000000000;4,99573744403018e+05
2019-02-01;2311231;7,06912076214621e+05;0,000000000;1,34725060018202e+06
2019-02-01;2311306;1,88306262198551e+05;0,000000000;2,26280911642754e+05
2019-02-01;2311355;2,70258930878432e+05;0,000000000;1,97754695056948e+05
2019-02-01;2311405;8,63993438322764e+04;0,000000000;5,02149672162976e+06
2019-02-01;2311801;1,29490730786179e+06;0,000000000;2,50354020755786e+06
2019-02-01;2312304;9,13839213610615e+05;0,000000000;2,34655806069622e+06
2019-02-01;2312601;5,13831973348362e+05;0,000000000;9,46802036502210e+05
2019-02-01;2312700;1,17419416555188e+06;0,000000000;2,91307491392444e+06
2019-02-01;2312908;1,13573203550220e+06;8212368,399647398;2,34148930140676e+07
2019-02-01;2313005;1,39983688511836e+06;0,000000000;1,78498949727237e+06
2019-02-01;2313302;6,01544022288103e+04;0,000000000;3,21497335097528e+06
2019-02-01;2313351;8,09993848427591e+04;0,000000000;4,64020148571901e+05
2019-02-01;2313401;3,20235855939485e+05;0,000000000;1,56845444269074e+06
2019-02-01;2313500;6,36541627264820e+04;0,000000000;1,07330406777096e+06
2019-02-01;2313559;2,21536779057119e+04;0,000000000;5,74942063088347e+05
2019-02-01;2313807;1,06232382993061e+06;0,000000000;2,34133667142746e+06
2019-02-01;2313955;6,44266282445373e+04;0,000000000;1,10315467552932e+06
2019-02-01;2314102;4,10437845353760e+05;0,000000000;1,34868804157293e+06
2019-04-01;2300101;1,67512197338957e+05;0,000000000;8,09066771652321e+05
2019-04-01;2300200;1,24718245575992e+06;0,000000000;8,14030797695228e+05
2019-04-01;2300309;2,37756731342621e+05;0,000000000;1,18243734621101e+06
2019-04-01;2300507;1,42026544214439e+05;0,000000000;7,14759022497705e+05
2019-04-01;2300754;8,96047078366789e+05;0,000000000;1,81859627426510e+06
2019-04-01;2300903;1,09320757905734e+04;0,000000000;1,78130091830554e+06
2019-04-01;2301000;5,90332092690965e+04;0,000000000;1,38732608329076e+07
2019-04-01;2301109;3,96066121435784e+05;0,000000000;2,59606710034109e+07
2019-04-01;2301208;1,63560273804816e+05;0,000000000;1,00925295389151e+06
2019-04-01;2301307;1,68096707008081e+06;0,000000000;4,34244847059222e+06
2019-04-01;2301406;5,48790204686786e+05;0,000000000;3,08590657280458e+05
2019-04-01;2301604;2,34602346465706e+05;0,000000000;6,50464587773258e+05
2019-04-01;2301851;3,08935411222590e+05;0,000000000;6,56356594001725e+05
2019-04-01;2301901;5,27824490449581e+06;0,000000000;2,87519154439036e+06
2019-04-01;2302057;1,61427841236955e+04;0,000000000;6,26952425766682e+05
2019-04-01;2302107;1,14600950512581e+05;0,000000000;2,94862943612113e+05
2019-04-01;2302206;3,90633677809402e+03;0,000000000;7,63561765668391e+03
2019-04-01;2302404;8,70701574453906e+03;0,000000000;2,41954626582050e+05
2019-04-01;2302503;3,47097403117615e+06;0,000000000;0,00000000000000e+00
2019-04-01;2302602;4,15880521924690e+06;0,000000000;8,59037736119724e+06
2019-04-01;2302701;2,11914659751103e+05;0,000000000;3,32412579654560e+06
2019-04-01;2303006;8,19628446850958e+04;0,000000000;1,89302229446243e+05
2019-04-01;2303105;2,04600015492084e+06;0,000000000;4,77989209440853e+06
2019-04-01;2303402;2,23147629995737e+05;0,000000000;4,22179680197485e+05
2019-04-01;2303501;1,44072023051462e+05;0,000000000;2,37175933113227e+06
2019-04-01;2303600;1,42494316805442e+05;0,000000000;2,30308207417432e+06
2019-04-01;2303659;4,25704870153141e+04;0,000000000;7,16761549208947e+03
2019-04-01;2303709;0,00000000000000e+00;14477922,318854271;3,90808182162417e+06
2019-04-01;2303808;6,55924547434405e+03;0,000000000;1,23244669538293e+05
2019-04-01;2303956;1,19787873928406e+06;0,000000000;3,91167147803076e+06
2019-04-01;2304103;3,60474912110840e+05;0,000000000;2,40844932339492e+06
2019-04-01;2304202;8,32812694235526e+05;0,000000000;1,49928546276289e+07
2019-04-01;2304251;1,43936082689006e+05;0,000000000;2,00967006845736e+06
2019-04-01;2304269;1,15017790562476e+05;0,000000000;1,95138520350443e+06
2019-04-01;2304285;7,74350631266108e+05;0,000000000;3,80332415588172e+06
2019-04-01;2304301;4,42813678086146e+04;0,000000000;0,00000000000000e+00
2019-04-01;2304400;1,23910326694162e+07;10520562,646045560;1,44638649637454e+08
2019-04-01;2304459;5,61754509638524e+05;0,000000000;2,33000600585022e+05
2019-04-01;2304608;7,02160231500025e+04;0,000000000;4,60002836776212e+05
2019-04-01;2304707;2,54414126536044e+06;0,000000000;3,96140205927002e+06
2019-04-01;2304806;2,92301667575140e+05;0,000000000;4,67903830572712e+05
2019-04-01;2304954;1,31184909486881e+05;0,000000000;1,00560346623411e+06
2019-04-01;2305233;1,83757965989430e+06;0,000000000;4,50023485924749e+06
2019-04-01;2305266;8,74566063245874e+04;0,000000000;3,67873100386258e+06
2019-04-01;2305308;1,63981136858601e+05;0,000000000;8,89267464108658e+05
2019-04-01;2305332;2,18641515811468e+05;0,000000000;1,88409384952276e+05
2019-04-01;2305407;8,74566063245874e+05;0,000000000;4,11366018465460e+06
2019-04-01;2305506;5,46603789528671e+04;0,000000000;1,47668627885427e+06
2019-04-01;2305605;6,39637000763091e+05;0,000000000;1,00578603189982e+06
2019-04-01;2305704;4,01207181514045e+05;0,000000000;1,44935293000793e+06
2019-04-01;2305803;1,52174495004782e+05;0,000000000;2,89178452232718e+06
2019-04-01;2306009;1,01253063071919e+06;0,000000000;2,63076286880407e+06
2019-04-01;2306108;8,94204378603605e+05;0,000000000;4,89245539345035e+06
2019-04-01;2306207;1,47583023172741e+04;0,000000000;4,69885433290890e+05
2019-04-01;2306405;1,14786795801021e+05;0,000000000;1,00694554470496e+07
2019-04-01;2306504;1,03964040768353e+05;0,000000000;4,69593306361615e+05
2019-04-01;2306553;3,45863547824267e+05;0,000000000;5,56285710300892e+06
2019-04-01;2306702;2,00680115287556e+06;0,000000000;1,49407398590484e+06
2019-04-01;2306801;1,16320566034438e+05;0,000000000;7,97201872766613e+05
2019-04-01;2307007;2,97749645681220e+05;0,000000000;1,22066563458646e+06
2019-04-01;2307254;3,47038745971753e+05;0,000000000;3,49246409805582e+06
2019-04-01;2307304;2,93668056796128e+05;388876,838569478;1,32427842338683e+07
2019-04-01;2307403;1,90148237647901e+06;0,000000000;2,12345551891219e+06
2019-04-01;2307502;5,60014035716058e+05;0,000000000;7,06031203012936e+06
2019-04-01;2307601;2,33705916250879e+05;0,000000000;5,62996742181551e+06
2019-04-01;2307635;1,61092521676231e+05;0,000000000;9,86329014086995e+05
2019-04-01;2307650;1,05699675060866e+06;0,000000000;2,65866230021258e+07
2019-04-01;2307700;9,37835451883818e+05;0,000000000;4,85600084530400e+06
2019-04-01;2308005;2,92504085890478e+05;0,000000000;1,70354893430176e+06
2019-04-01;2308302;1,37904637833831e+04;0,000000000;1,00903059546993e+06
2019-04-01;2308401;3,96506388924098e+05;0,000000000;0,00000000000000e+00
2019-04-01;2308500;3,09405905900464e+05;0,000000000;2,62697891661445e+06
2019-04-01;2308609;8,19957065049222e+05;0,000000000;2,50692328663333e+05
2019-04-01;2308906;2,25464739213135e+06;0,000000000;3,05039967164813e+06
2019-04-01;2309102;3,56191079823621e+03;0,000000000;3,30671395147168e+05
2019-04-01;2309300;1,25554923250963e+05;0,000000000;1,10608584857261e+06
2019-04-01;2309458;1,36344368248697e+05;0,000000000;8,33387109225866e+05
2019-04-01;2309607;2,21281579318665e+05;0,000000000;6,66693617229281e+06
2019-04-01;2309805;2,23998232948849e+05;0,000000000;2,56844255925796e+05
2019-04-01;2310001;1,61095068849890e+04;0,000000000;4,86193204302417e+05
2019-04-01;2310209;1,63981136858601e+05;0,000000000;6,34387253987321e+05
2019-04-01;2310258;9,36697641435535e+04;0,000000000;1,44916367391185e+06
2019-04-01;2310407;9,59289650622818e+04;0,000000000;6,11909321010912e+05
2019-04-01;2310605;7,30448508098744e+04;0,000000000;0,00000000000000e+00
2019-04-01;2310704;1,99237081283201e+05;0,000000000;2,14188524956297e+06
2019-04-01;2310852;3,31196965622875e+05;0,000000000;7,37655326014619e+05
2019-04-01;2310902;9,90803665757138e+05;0,000000000;2,20948185989695e+06
2019-04-01;2311108;1,19189187543396e+06;0,000000000;5,21016817925727e+05
2019-04-01;2311231;8,83518733665503e+05;0,000000000;2,01068049835853e+06
2019-04-01;2311306;2,78767932659622e+05;0,000000000;7,25353275282198e+05
2019-04-01;2311355;2,79845408981617e+05;0,000000000;7,55129319939408e+05
2019-04-01;2311405;4,50281043443960e+06;0,000000000;5,35688767776331e+06
2019-04-01;2311603;3,80022217937615e+05;0,000000000;8,15082627367418e+05
2019-04-01;2311702;8,34416659327595e+05;0,000000000;1,88495927637064e+06
2019-04-01;2311801;1,37829717038815e+06;0,000000000;4,62237173781762e+06
2019-04-01;2312304;9,88311032224053e+05;0,000000000;4,25095398182155e+06
2019-04-01;2312601;6,19947621679342e+05;0,000000000;9,96409032958375e+05
2019-04-01;2312700;1,64555802193477e+06;0,000000000;5,05945451567623e+06
2019-04-01;2312809;6,66746318580252e+04;0,000000000;4,32021051854357e+05
2019-04-01;2312908;7,46385769197577e+06;10585245,978434179;3,63510553217801e+07
2019-04-01;2313005;1,38154242267904e+06;0,000000000;2,41020746355187e+06
2019-04-01;2313104;3,28071594475108e+05;0,000000000;2,45990211105800e+06
2019-04-01;2313302;1,43038608460941e+06;0,000000000;4,37959695411354e+06
2019-04-01;2313351;2,01214996612215e+06;0,000000000;1,15336996243485e+06
2019-04-01;2313401;3,24249751710800e+05;0,000000000;2,91141199306573e+06
2019-04-01;2313500;6,28222667381092e+04;0,000000000;2,51142599000995e+06
2019-04-01;2313559;1,04458170594087e+05;0,000000000;2,01625758427970e+06
2019-04-01;2313807;1,18509127159031e+06;0,000000000;2,63764674226901e+06
2019-04-01;2313955;2,64654251123415e+05;0,000000000;2,06049115705296e+06
2019-04-01;2314003;1,73846969035055e+06;0,000000000;3,12852637441379e+06
2019-04-01;2314102;4,05073834857019e+05;0,000000000;1,62638745730389e+06
2019-06-01;2300101;1,90454349813109e+05;0,000000000;1,21208534609880e+06
2019-06-01;2300200;1,53508583626621e+06;0,000000000;1,45985225245952e+06
2019-06-01;2300309;2,37424326888788e+05;0,000000000;2,47337003099475e+06
2019-06-01;2300507;1,41827978833796e+05;0,000000000;8,18956466144695e+05
2019-06-01;2300754;9,44992606959287e+05;0,000000000;2,64793430257921e+06
2019-06-01;2300903;1,70574871937970e+05;0,000000000;2,29096839807193e+06
2019-06-01;2301000;2,29907635392874e+05;0,000000000;1,89281597624213e+07
2019-06-01;2301109;1,48155908119794e+06;0,000000000;2,67497183132256e+07
2019-06-01;2301208;4,02880784571896e+05;0,000000000;2,08416879439590e+06
2019-06-01;2301307;2,48227030576712e+06;0,000000000;6,00026107040842e+06
2019-06-01;2301406;6,33173924633745e+05;0,000000000;6,39610792585156e+05
2019-06-01;2301604;3,39661577734007e+05;0,000000000;8,22399010939345e+05
2019-06-01;2301851;2,21453141263751e+06;0,000000000;1,13808180089184e+06
2019-06-01;2301901;9,24360176119841e+06;0,000000000;3,12279612200770e+06
2019-06-01;2302057;2,53101342091798e+04;0,000000000;9,03211828616527e+05
2019-06-01;2302107;1,14440728481647e+05;0,000000000;7,62799877764423e+05
2019-06-01;2302206;4,12202775011651e+03;0,000000000;5,79481179746101e+05
2019-06-01;2302305;1,72807963927198e+06;0,000000000;2,09145543633813e+06
2019-06-01;2302404;8,69484258419683e+03;0,000000000;7,13929309069247e+05
2019-06-01;2302503;4,37233454634156e+06;0,000000000;0,00000000000000e+00
2019-06-01;2302602;5,01821723232038e+06;0,000000000;1,17888315196592e+07
2019-06-01;2302701;2,11618384746244e+05;0,000000000;4,12058578383749e+06
2019-06-01;2303006;1,47016391557706e+05;0,000000000;4,36328994066475e+05
2019-06-01;2303105;3,48228106530698e+06;0,000000000;7,49747417604583e+06
2019-06-01;2303402;8,87971452335303e+05;0,000000000;8,69413397524083e+05
2019-06-01;2303501;1,43870597914665e+05;0,000000000;2,57187960136019e+06
2019-06-01;2303600;1,65408762219716e+05;0,000000000;2,30124805315590e+06
2019-06-01;2303659;5,61276392317659e+05;0,000000000;1,37458784000445e+04
2019-06-01;2303709;0,00000000000000e+00;14457680,932484856;4,95116864417027e+06
2019-06-01;2303808;1,04801201318689e+05;0,000000000;6,37061983701918e+05
2019-06-01;2303956;1,69170967053576e+06;0,000000000;4,55399904473140e+06
2019-06-01;2304004;1,72485310503676e+06;0,000000000;2,12421446876612e+06
2019-06-01;2304103;1,12141716536790e+06;0,000000000;4,39985097509112e+06
2019-06-01;2304202;1,71032634851897e+06;0,000000000;2,04296484514023e+07
2019-06-01;2304251;9,21922216340581e+05;0,000000000;2,56150952248971e+06
2019-06-01;2304269;4,90735304133599e+05;0,000000000;2,34105408211243e+06
2019-06-01;2304285;1,39588431745575e+06;0,000000000;4,17482123519609e+06
2019-06-01;2304301;4,42194586302781e+04;0,000000000;0,00000000000000e+00
2019-06-01;2304350;2,18335836080602e+05;0,000000000;1,52557683026606e+06
2019-06-01;2304400;2,88121217539622e+07;267721690,994918764;2,20435951731461e+08
2019-06-01;2304459;6,41485926246167e+05;0,000000000;4,51037527176270e+06
2019-06-01;2304608;9,36229960181195e+04;0,000000000;4,60342224326128e+05
2019-06-01;2304707;2,62573531211589e+06;0,000000000;4,54181758626404e+06
2019-06-01;2304806;5,20813259828854e+05;0,000000000;1,10045596442649e+06
2019-06-01;2304954;4,02696520043036e+05;0,000000000;2,42742213855172e+06
2019-06-01;2305233;2,24916113559225e+06;539463,801700238;6,49426149963627e+06
2019-06-01;2305266;4,37360085052366e+05;0,000000000;3,68040207058501e+06
2019-06-01;2305308;1,58017232833515e+06;0,000000000;1,73214274909673e+06
2019-06-01;2305332;5,55898409504073e+05;0,000000000;1,31252993964509e+06
2019-06-01;2305357;2,18335836080602e+05;0,000000000;5,24357156118613e+06
2019-06-01;2305407;1,09167918040301e+06;0,000000000;5,30840269783463e+06
2019-06-01;2305506;5,45839590201505e+04;0,000000000;2,49421982607581e+06
2019-06-01;2305605;7,69154105601877e+05;0,000000000;1,00759234044626e+06
2019-06-01;2305704;4,00646259207904e+05;0,000000000;1,64293444910020e+06
2019-06-01;2305803;3,47590651040318e+05;0,000000000;3,57135656253121e+06
2019-06-01;2306009;1,57592062001519e+06;0,000000000;3,54692312312143e+06
2019-06-01;2306108;3,94429294743878e+06;190073,419279899;2,32398684840691e+07
2019-06-01;2306207;1,47376689354406e+04;0,000000000;5,75590795401274e+05
2019-06-01;2306306;8,62153632723277e+04;0,000000000;1,17505546821482e+06
2019-06-01;2306405;2,21653878139765e+06;0,000000000;1,25974340310349e+07
2019-06-01;2306504;1,83647730123296e+05;0,000000000;5,39426499022644e+05
2019-06-01;2306553;1,15037919568816e+06;0,000000000;1,13364098098746e+07
2019-06-01;2306702;2,00399547146580e+06;0,000000000;2,83352137893291e+06
2019-06-01;2306801;1,82856262717504e+05;0,000000000;9,94359038171786e+05
2019-06-01;2307007;2,97333365949443e+05;0,000000000;1,91145377275908e+06
2019-06-01;2307106;1,19185166199679e+05;0,000000000;1,31669513239000e+06
2019-06-01;2307205;5,36778653004160e+04;0,000000000;3,06761849693246e+05
2019-06-01;2307254;6,74057309939838e+05;0,000000000;5,52120727934472e+06
2019-06-01;2307304;3,01105229960691e+06;388333,155148180;1,76541554430556e+07
2019-06-01;2307403;1,89882393981875e+06;0,000000000;3,22290277534690e+06
2019-06-01;2307502;1,27813199109714e+06;0,000000000;9,69532898835559e+06
2019-06-01;2307601;1,19906320732820e+06;0,000000000;7,07451329571582e+06
2019-06-01;2307635;2,14086660456344e+05;0,000000000;1,26952509418772e+06
2019-06-01;2307650;1,66050938130872e+06;0,000000000;3,27250730833872e+07
2019-06-01;2307700;2,48714690216673e+06;0,000000000;5,84782913135653e+06
2019-06-01;2308005;3,98604819140551e+05;0,000000000;2,46463360635057e+06
2019-06-01;2308302;2,59340506943637e+04;0,000000000;1,02836178793963e+06
2019-06-01;2308377;2,81111755670497e+05;0,000000000;2,06994629978248e+06
2019-06-01;2308401;5,92454291204713e+05;0,000000000;0,00000000000000e+00
2019-06-01;2308500;3,08973329709739e+05;0,000000000;3,50554654991201e+06
2019-06-01;2308609;8,94187866593023e+05;0,000000000;6,21898232382366e+05
2019-06-01;2308906;3,81352532713803e+06;0,000000000;3,94062263469993e+06
2019-06-01;2309102;6,72020236589206e+03;0,000000000;6,57143815229936e+05
2019-06-01;2309300;1,25379386619661e+05;0,000000000;1,55885466139095e+06
2019-06-01;2309409;9,39992323308536e+05;0,000000000;2,11678874689631e+06
2019-06-01;2309458;6,22534790512459e+05;0,000000000;1,13911253162360e+06
2019-06-01;2309607;2,28578428656399e+05;0,000000000;1,07375348403208e+07
2019-06-01;2309805;2,23685064064577e+05;0,000000000;2,55349819115715e+05
2019-06-01;2309904;1,63284529203321e+05;0,000000000;2,65182999248485e+06
2019-06-01;2310001;1,99425769317661e+04;0,000000000;5,48825201758405e+05
2019-06-01;2310209;3,23409957194392e+05;0,000000000;8,18119366549162e+05
2019-06-01;2310258;3,33809893490460e+05;0,000000000;2,71282776319213e+06
2019-06-01;2310407;1,59658080133940e+05;0,000000000;8,91059616234411e+05
2019-06-01;2310605;2,58989073581882e+05;0,000000000;0,00000000000000e+00
2019-06-01;2310704;2,79475328579072e+05;0,000000000;2,55479148164859e+06
2019-06-01;2310852;3,30733923647797e+05;0,000000000;1,27589036981848e+06
2019-06-01;2310902;1,09707983739317e+06;0,000000000;2,82947323602972e+06
2019-06-01;2310951;3,67863133420402e+04;0,000000000;3,89365325804780e+06
2019-06-01;2311108;1,56386597100143e+06;0,000000000;1,57800615300464e+06
2019-06-01;2311231;8,82283498135233e+05;0,000000000;3,47706823171980e+06
2019-06-01;2311306;4,80450408989561e+05;0,000000000;1,46619181904558e+06
2019-06-01;2311355;2,68643425748111e+05;0,000000000;1,20895784899882e+06
2019-06-01;2311405;5,05968584500151e+06;0,000000000;9,02376159120721e+06
2019-06-01;2311603;7,06994668161948e+05;0,000000000;1,50912848913813e+06
2019-06-01;2311702;1,21347194240979e+06;0,000000000;3,08621877789437e+06
2019-06-01;2311801;1,57463025522395e+06;0,000000000;7,03155576363412e+06
2019-06-01;2311900;1,08264258765139e+05;0,000000000;1,76293375688225e+06
2019-06-01;2312007;3,91151379536349e+05;0,000000000;1,55780660571060e+06
2019-06-01;2312304;1,46605978044871e+06;0,000000000;5,51797726265291e+06
2019-06-01;2312403;1,09477250794464e+06;0,000000000;1,68957596174408e+07
2019-06-01;2312601;6,19080881337541e+05;0,000000000;1,11899183631676e+06
2019-06-01;2312700;2,08653485618434e+06;0,000000000;6,32497469996325e+06
2019-06-01;2312809;8,37513451110319e+04;0,000000000;4,36773645913445e+05
2019-06-01;2312908;1,18686318485638e+07;10716677,316151101;4,60161255249210e+07
2019-06-01;2313005;2,32702260952200e+06;0,000000000;2,70788710705821e+06
2019-06-01;2313104;5,39279384336293e+05;0,000000000;2,61398904063700e+06
2019-06-01;2313252;2,72919795100752e+05;0,000000000;6,42894945647521e+05
2019-06-01;2313302;2,34258681059851e+06;0,000000000;5,42805905460216e+06
2019-06-01;2313351;2,22541479905862e+06;0,000000000;2,30243965373168e+06
2019-06-01;2313401;1,46633489451896e+06;0,000000000;6,10033586854914e+06
2019-06-01;2313500;1,20262945029078e+06;0,000000000;2,92706510812574e+06
2019-06-01;2313559;4,32039131559164e+05;0,000000000;2,89694695680306e+06
2019-06-01;2313757;2,06353277193195e+06;0,000000000;2,55426846907005e+06
2019-06-01;2313807;1,27251543271547e+06;0,000000000;2,94417381690668e+06
2019-06-01;2313955;1,03111837612128e+06;0,000000000;3,54576270090304e+06
